StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q112,Q72,Q92_1,Q96_1,Q1724,Q1725,Q1726_1,Q1726_2,Q1726_3,Q1726_4,Q1726_5,Q1726_6,Q1727,Q1728,Q1729,Q1730,Q1757,Q1758,Q1759_1,Q1759_2,Q1759_3,Q1759_4,Q1759_5,Q1759_6,Q1760,Q1761,Q1762,Q1763,Q1787,Q1788,Q1789_1,Q1789_2,Q1789_3,Q1789_4,Q1789_5,Q1789_6,Q1790,Q1791,Q1792,Q1793,Q1817,Q1818,Q1819_1,Q1819_2,Q1819_3,Q1819_4,Q1819_5,Q1819_6,Q1820,Q1821,Q1822,Q1823,Q1861,Q1862,Q867,Q1734,Q1735,Q1736_1,Q1736_2,Q1736_3,Q1736_4,Q1736_5,Q1736_6,Q1737,Q1738,Q1739,Q1740,Q1767,Q1768,Q1769_1,Q1769_2,Q1769_3,Q1769_4,Q1769_5,Q1769_6,Q1770,Q1771,Q1772,Q1773,Q1797,Q1798,Q1799_1,Q1799_2,Q1799_3,Q1799_4,Q1799_5,Q1799_6,Q1800,Q1801,Q1802,Q1803,Q1827,Q1828,Q1829_1,Q1829_2,Q1829_3,Q1829_4,Q1829_5,Q1829_6,Q1830,Q1831,Q1832,Q1833,Q1744,Q1745,Q1746_1,Q1746_2,Q1746_3,Q1746_4,Q1746_5,Q1746_6,Q1747,Q1748,Q1749,Q1750,Q1777,Q1778,Q1779_1,Q1779_2,Q1779_3,Q1779_4,Q1779_5,Q1779_6,Q1780,Q1781,Q1782,Q1783,Q1807,Q1808,Q1809_1,Q1809_2,Q1809_3,Q1809_4,Q1809_5,Q1809_6,Q1810,Q1811,Q1812,Q1813,Q1837,Q1838,Q1839_1,Q1839_2,Q1839_3,Q1839_4,Q1839_5,Q1839_6,Q1840,Q1841,Q1842,Q1843,Q1684,Q1685,Q1686_1,Q1686_2,Q1686_3,Q1686_4,Q1686_5,Q1686_6,Q1687,Q1688,Q1689,Q1690,Q1694,Q1695,Q1696_1,Q1696_2,Q1696_3,Q1696_4,Q1696_5,Q1696_6,Q1697,Q1698,Q1699,Q1700,Q1704,Q1705,Q1706_1,Q1706_2,Q1706_3,Q1706_4,Q1706_5,Q1706_6,Q1707,Q1708,Q1709,Q1710,Q1714,Q1715,Q1716_1,Q1716_2,Q1716_3,Q1716_4,Q1716_5,Q1716_6,Q1717,Q1718,Q1719,Q1720,Q98,Q1644,Q1645,Q1646_1,Q1646_2,Q1646_3,Q1646_4,Q1646_5,Q1646_6,Q1647,Q1648,Q1649,Q1650,Q1654,Q1655,Q1656_1,Q1656_2,Q1656_3,Q1656_4,Q1656_5,Q1656_6,Q1657,Q1658,Q1659,Q1660,Q1664,Q1665,Q1666_1,Q1666_2,Q1666_3,Q1666_4,Q1666_5,Q1666_6,Q1667,Q1668,Q1669,Q1670,Q1674,Q1675,Q1676_1,Q1676_2,Q1676_3,Q1676_4,Q1676_5,Q1676_6,Q1677,Q1678,Q1679,Q1680,Q69,Q67,Q64,Q69 2,Q73,type,task
7/21/17 11:02,7/21/17 11:06,0,174.140.64.232,100,198,1,7/21/17 11:06,R_sO6jtxi0zjfnKZX,,,,,39.89370728,-79.74919891,anonymous,EN,A2H8GNSEVUJXYL,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,programs used by machines to come to conclusions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,humans made it to be better than humans or else they woudn't use it.,2,2,2,2,2,2,he has no reason to have any opinion about this especially since he doesn't know the outcome yet,6,machines do it better than humans,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,2,2,1,1,3
7/21/17 11:03,7/21/17 11:07,0,64.53.15.70,100,252,1,7/21/17 11:07,R_2EuzL62j4KaCcF1,,,,,34.04840088,-81.11100006,anonymous,EN,A3MBPV2HD80G1E,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,7,The manager is the boss and it is his decision who works when.,5,4,4,4,4,4,He shouldn't necessarily feel anything regarding the schedule. Maybe happy that he has a job. ,6,"Someone trusted him enough to put the manager in charge or it is the manager's own business, so he has to make tough decisions sometimes. ",1,,,,,,,,,,,,,,,,,,,,,,,,,2,42,2,3,1,5,2
7/21/17 11:03,7/21/17 11:07,0,50.109.76.105,100,254,1,7/21/17 11:07,R_2OUcvzAlmBgOIWe,,,,,40.32170105,-88.34619904,anonymous,EN,A9HQ3E0F2AGVO,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,the algorithm looks at the employees availablity and amount of customers at that normal time,processes that a computer can complete to determine something or make an estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,he is being scheduled due to his availablity and estimated number of customers,4,4,4,4,4,4,"it doesn't say whether Chris prefers mornings or not- maybe he wants them or maybe he hates them. it seems his availablity says he doesnt have anything else scheduled, so why not?",5,"if the employee hasn't updated their availablity, thats not the algorithm's fault. also, it may or may not rotate employees on the better schedules. the manager may have to oversee that.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,1,5,1,4,2
7/21/17 11:03,7/21/17 11:07,0,75.97.41.155,100,223,1,7/21/17 11:07,R_2tkS4Jk31RkE2KA,,,,,40.8164978,-76.8812027,anonymous,EN,A340UGIDGIF4W6,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,6,the manager is accommodating to the employee's and is only doing his job,5,5,5,2,2,2,"Everyone has to work a shift, maybe he could switch with someone at a later time.",6,He/she wouldn't be a manager if they could not be trusted,1,,,,,,,,,,,,,,,,,,,,,,,,,1,42,1,4,1,5,2
7/21/17 11:05,7/21/17 11:07,0,24.217.92.52,100,153,1,7/21/17 11:07,R_3g7QB4HD0FG9cak,,,,,38.60760498,-90.55970001,anonymous,EN,A3E3RCR51Z8EVP,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,codes that generate a product or a service or a decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,I think that sometimes people can come across angry or impatient when in fact they really aren't. THeir tone isn't always linked to how they are actually feeling. ,3,3,3,5,5,5,I think Chris might feel frustrated that this is how he is being evaluated.,2,I don't think that an alogrithm can actually interpret how someone is doing at their job.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,1,5,1,1,4
7/21/17 11:05,7/21/17 11:08,0,75.118.160.88,100,162,1,7/21/17 11:08,R_21EAA84y7vTMhxk,,,,,40.02049255,-83.01719666,anonymous,EN,A2APPZDU0VS9LN,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,Seems normal,6,2,4,4,4,4,just my opinion,2,I dont really trust anyone,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,1,5,1,5,1
7/21/17 11:04,7/21/17 11:08,0,68.81.42.79,100,246,1,7/21/17 11:08,R_1Ec92oxQRMOw3oj,,,,,40.27009583,-75.40399933,anonymous,EN,A26ZENZ5G8AEGM,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,It is fair for the top applicants to get an interview.,5,5,2,2,2,2,Chris would feel positive if he was selected for an interview.,6,This is an essential task for the manager and I would trust him to perform well.,1,,,,,,,,,,,,,1,58,1,7,1,5,3
7/21/17 11:04,7/21/17 11:08,0,73.38.9.96,100,241,1,7/21/17 11:08,R_1Ka9URSJEyFVq40,,,,,42.20809937,-70.77500153,anonymous,EN,A28CZ3YYL41JAZ,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,software functions that make predictions about something based on data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,That his job and is just like a manager telling him what to do,3,2,2,3,3,5,He would not be pleased to be run by a computer and his job is not really meaningful,5,It is the software's function to do this so I would have some trust in it,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,2,6,1,1,1
7/21/17 11:02,7/21/17 11:08,0,71.54.15.246,100,355,1,7/21/17 11:08,R_2qqivC3w6Fvjenw,,,,,26.62289429,-81.71289825,anonymous,EN,A5CMNI7B03XL,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The algorithim judged and manager adjusted the algorithim.,A sort of decision making program.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,This seems to me to unfair because I have no idea what is being judged. Tone and customer comments are the place to start not the sole criteria.,2,1,1,4,5,6,It does not seem to lend itself to quality determinations.,2,Without more info it just seems weak to me.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,2,3,1,3,4
7/21/17 11:03,7/21/17 11:08,0,174.44.49.32,100,302,1,7/21/17 11:08,R_yPgpJHz3xwJX91T,,,,,40.57670593,-73.98999786,anonymous,EN,A1WOCD9SAYI07V,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algorithms represent a set of rules/processes that a program follows to solve a problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"All employees are subject to this algorithm, so it's fair for everyone involved.",4,4,4,5,5,6,I feel like Chris would be annoyed at the fact that the algorithm seemingly singled him out.,4,"I don't know exactly how the algorithm works so I can't be sure if it's properly working. So, I am hesitant to put all my trust in it.",1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,59,1,6,1,1,2
7/21/17 11:04,7/21/17 11:08,0,73.52.50.200,100,260,1,7/21/17 11:08,R_21vqsl8WjbbLZeB,,,,,40.0019989,-76.68360138,anonymous,EN,A1JM4UDPJAYL59,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,People are evaluated in every job.,4,4,5,2,1,1,Chris does a good job and knows what to expect in an evaluation.,5,I assume the manager knows his/her job.,1,2,69,1,6,1,5,4
7/21/17 11:05,7/21/17 11:08,0,65.96.231.40,100,207,1,7/21/17 11:08,R_2Xjtr56bX6iQ341,,,,,42.65409851,-71.92199707,anonymous,EN,A1IYHQPPOACU83,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,the algorithm assigned work regarding the need to replace components.,set of programming steps.,3,the algorithm could be biased.,4,3,3,4,4,5,Chris probably feels indifferent.,4,i am always skeptical of technology replacing human intelligence.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,2,5,1,3,1
7/21/17 11:05,7/21/17 11:08,0,73.202.73.144,100,238,1,7/21/17 11:08,R_21tj5szSbN9HBYW,,,,,37.90170288,-122.2615051,anonymous,EN,AP9843EQIEVIN,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The algorithm would take information given by the manager and make recommendations based on said information. The manager would then have the final call.,Algorithms are programs that take different sets of data and make outputs based on the reconciliation of that data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,I don't understand why it'd be unfair unless Chris did not want to work mornings and explicitly said so.,6,5,4,1,1,1,"I think if it's something that works with his schedule, he'd feel positive feelings and not negative ones.",6,The algorithm should be programmed to take into account many factors; I don't see why I shouldn't trust it.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,1,5,4,4,2
7/21/17 11:03,7/21/17 11:09,0,70.140.24.236,100,325,1,7/21/17 11:09,R_ZwbFGQuD1wMxaed,,,,,29.91560364,-95.64910126,anonymous,EN,A1Y508FNU04ZLH,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,to find the best fit,computers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,it has rules to follow,5,4,4,2,2,3,its helping,4,i would not put full trust but some what,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44,1,2,1,4,3
7/21/17 11:03,7/21/17 11:09,0,128.177.102.129,100,335,1,7/21/17 11:09,R_2TEPkbsBWT6TLMi,,,,,34.1006012,-118.3274994,anonymous,EN,A2S00V7RUU121E,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The algorithm studies the tones and comments made by customers and the manager reviews the results.,An algorithm is a self-contained sequence of actions to be performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,I think this could have unforeseen consequences ,2,2,2,6,6,6,I would feel a lack of one-on-one feedback from my manager,2,I think the manager should take full responsiblity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,2,6,3,4,4
7/21/17 11:05,7/21/17 11:09,0,147.0.111.226,100,252,1,7/21/17 11:09,R_WBcATVZlHs8eQb7,,,,,43.16299438,-88.03469849,anonymous,EN,A69XNU9C3BUIE,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer genrated decisions based upon numbers and averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,part of having a job is working when needed.,4,2,2,2,2,2,I feel like there would be little to no emotion involved in this as work is work.,5,I belive computers are very capable,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,1,5,1,1,2
7/21/17 11:05,7/21/17 11:09,0,100.0.221.133,100,253,1,7/21/17 11:09,R_3PGfd9DC9R3uEEf,,,,,41.91130066,-71.12999725,anonymous,EN,A2SF0TUK6XTPCO ,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computers searching for specfic things and makes choices based on that. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,I think the computer know what to chexk to pick the top applicats. It is completely fair that the computer is looking for specific things in a resume. ,4,4,3,5,5,5,He may be scared that he wont get pock and the computer wont pick fairly. ,6,I trust computers. They do better work then peoplw sometimes. ,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,1,5,1,1,3
7/21/17 11:04,7/21/17 11:09,0,66.18.44.195,100,296,1,7/21/17 11:09,R_2fvvIsdj5MzFBIp,,,,,35.13710022,-85.03679657,anonymous,EN,AHVH16D1HNJ40,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,The manager has to analyze the tones and contents of their calls with the customers.,6,6,6,2,2,2,I think Chris should be okay with being evaluated.,6,Anyone in a management position should make good and smart decisions. ,1,1,26,1,2,1,5,4
7/21/17 11:03,7/21/17 11:10,0,67.177.37.87,100,395,1,7/21/17 11:10,R_1fiU6406B5sP6O1,,,,,40.43629456,-111.194603,anonymous,EN,A2SA5PZZNW5DC9,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,Each candidate is initiually evaluated using the same algorithm,5,4,4,4,2,1,Chris will unlikely have negative feelings on how the applicants were screened.,5,"Although the manager has not met Chris in person, the algorithm can be trusted as an initial screening.",1,,,,,,,,,,,,,3,This only indicated that the manager used the algorithm in screening the applicants,Certain variables are combined to evaluate certain factors and draw conclusions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,2,5,1,2,3
7/21/17 11:02,7/21/17 11:10,0,73.121.17.57,100,429,1,7/21/17 11:10,R_3HS435VSk7OCV4O,,,,,35.97239685,-84.29039764,anonymous,EN,A1TYP11M6YZUK8,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,The manager would have the most knowledge about who would be the best fit for the job and as such would be in a good position to fairly choose people who should be interviewed.,4,4,5,4,2,5,"I really don't have enough information to make a judgement about Chris's feelings. I'd say he may be a little frusterated if he's applied to many jobs without luck yet, though proud of his accomplishments ",6,The manager has no doubt done this before and knows what he's doing.,1,,,,,,,,,,,,,1,35,2,5,1,5,3
7/21/17 11:04,7/21/17 11:10,0,76.203.249.88,100,327,1,7/21/17 11:10,R_DjHDwThHm18MsJr,,,,,42.52949524,-83.78019714,anonymous,EN,AKWIRTRUXO6R5,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"With the approval of the manager, the algorithm would assign a task.", A set of rules to be followed in calculations or other problem-solving operations.,4,I have no problem either way with this situation.,1,1,1,1,1,1,I don't think Chris really has any feeling's toward this.,5,The algorithm is being supervised.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42,2,4,1,3,1
7/21/17 11:05,7/21/17 11:10,0,172.72.240.130,100,261,1,7/21/17 11:10,R_31aBjAOOtYiIZyI,,,,,35.4197998,-80.67479706,anonymous,EN,A1F4N58CAX8IMK,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They are computational processes where by using a set of rules computers can make decisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Some things require a human touch and intervention to understand. Christ could do everything wrong by the rules, and still have given a great customer service experience",1,1,1,7,6,6,Chris would feel like he was at a disadvantage and that his employer didn't care for him,1,Performance in interpersonal interactions cannot always be measured scientifically,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,2,4,1,1,4
7/21/17 11:04,7/21/17 11:10,0,24.111.148.92,100,345,1,7/21/17 11:10,R_1QaU1rtF6aZdE0Z,,,,,42.8368988,-96.98329926,anonymous,EN,A1DIW2K1J89CMO,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,3,"Well, it seems like choosing the interviewees should be based on merit and experience, not an algorithm",1,1,1,5,6,6,"It would be extremely annoying to find out that no matter your experience, you may not get in.",2,"An algorithm doesn't really pick the ones that may seem unqualified, but actually are.",1,,,,,,,,,,,,,3,"The algorithm picks people to interview, the manager uses the algorithm and conducts interviews.","A process of selection using calculable means or another process, usually done by some sort of computer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,1,3,1,2,3
7/21/17 11:05,7/21/17 11:10,0,99.48.70.202,100,324,1,7/21/17 11:10,R_2TXCOdvskt4lPGt,,,,,39.61369324,-86.10669708,anonymous,EN,A1A2X0T1XE8K89,"1,2",3,6,6,i don't really see anything that is unfair about it,3,3,5,2,4,4,maybe he'd rather someone else do it? there isn't much to go off of here,6,no reason to think otherwise unless he's just incompetent,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"the algorithm determines how important each part is and how often they break down, the manager assigns people to check on and update parts to prevent failure",formulas and rules for problem solving and calculations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,2,2,1,2,1
7/21/17 11:07,7/21/17 11:10,0,75.64.146.205,100,210,1,7/21/17 11:10,R_sAmfvX2tWZXJEt3,,,,,35.16209412,-89.91790009,anonymous,EN,A2TXC8Q2IFGRXH,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,The manager is concerned about staffing for peak times. An employee should know this when he or she takes the job. ,4,2,3,4,2,4,I don't know how he would feel. He might like working mornings ,5,he is just trying to maintain staff at a good level,1,,,,,,,,,,,,,,,,,,,,,,,,,2,65,2,3,1,5,2
7/21/17 11:06,7/21/17 11:10,0,73.158.44.143,100,261,1,7/21/17 11:10,R_1K76JNezYlS8M5v,,,,,37.54829407,-121.9886017,anonymous,EN,A21H6PJDHFR74C,"1,2",3,6,,,,,,,,,,,,,5,The algorithm makes sense,4,4,4,4,4,4,Don't think Chris has special feelings,4,It makes some s nse,1,,,,,,,,,,,,,,,,,,,,,,,,,3,Manager makes decision based on algorithm,Calculate efficiency of the employee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,1,5,4,2,2
