emotion,ID,task,decision maker,HitL mc,MC Human OR,mc error,reading check error,fairness,fairness_OR,happy,joyful,proud,disappointed,angry,frustrated,emotion_OR,trust,trust_OR,programming exp,age,gender,education,ethnicity,algorithm definition
3.5,R_6JYsTIK8ty8pNEB,2,3,3.0,The algorithm's task is to monitor when the cafe gets a lot of customers so it could give recommendations on employee's schedulings. The manager's job is to ensure that the algorithm is doing it's job right by keeping it checked and that the results that it gives matches the actual flow of customers as how the manager sees it physically at the coffee shop.,0.0,0.0,6.0,The manager is just fair in giving the schedule to Chris as s/he just wants to maximize the effeciency of the time spent by his/her workers.,4,3,3,5,3,5,"A change in schedule can be a bit stressful for Chris as he might already have a routine in place. And who knows, he might have a second job so a shift in schedule could affect that.",6.0,"As per the manager's observation, s/he knows if the algorithm is doing its job in monitoring the flow of customers in the coffee shop. So if it effective, she can maximize the efficiency of time management of her/his workers therefore maximizing profits too for the business.",1,27,2,5,1,a set of calculations in a computer designed to solve specific problems
5.0,R_AjM5dgkkM8VPYid,1,5,5.0,0,0.0,0.0,4.0,"I feel that it is neither fair nor unfair, instead I see it as just a part of the job. It would only be unfair if it was a task for more than one man, and Chris was the only one assigned to it. Other than that I don't see anything wrong.",4,4,5,2,2,3,I don't see any reason why he should be mad about it. If anything he should feel somewhat proud that he was chosen for the task.,4.0,The manager seems to be very concerned with the equipment and making sure that it's all running right; which is a good thing. One would assume he makes good decisions in other areas of his work as well.,2,32,2,3,5,0
2.0,R_bf5pIOrmA7ZRbsl,4,4,3.0,"The manager analyzes the calls, the algorithm the comments",0.0,0.0,2.0,The manager ca be biased against him,2,2,2,6,6,6,He wouldnt like the bias,6.0,It wouldnt be biased,3,24,2,3,1,a set of instructions to process an input into an output
5.5,R_21hTW5aenyA26kz,4,1,1.0,0,0.0,0.0,6.0,In customer service you need to be polite and cater to the customer so it's fair to have your job performance evaluated,4,4,6,2,1,2,I think as long as chris performs well at his job then he should be proud when his performance is evaluated,6.0,I trust they have a system in place to make the evaluation fair and trustworthy,1,43,1,3,1,I'm not exactly sure what algorithms are but they seem to be computerized and can recognize certain things like tones of voices to analyze job performance
7.0,R_0qQCZsGeCWCXjlD,3,5,5.0,0,0.0,0.0,7.0,The process is fair to everyone who applied equally.,7,7,7,1,1,1,"If Chris is qualified, he should feel good about being selected.",7.0,If chris is applying at the company obviously he has some trust in the organization.,1,29,1,2,2,0
2.3333333333333335,R_3JIrHF6jcmAPCxf,4,3,3.0,The algorithm analyzes and evaluates an employees performance and the manager monitors and adjusts how the algorithm considers factors in its decisions.,0.0,0.0,2.0,"It is unfair that an algorithm evaluates Chris' performance because conversations between humans require the discerning thought processes of another human to fully appreciate their content.  Algorithms cannot make adjustments for nuance in a conversation that a human could, and having a manager's oversight is still not fair enough because the manager would not hear all of each conversation.",2,2,2,6,5,5,Considering the importance of these evaluations I am sure Chris would prefer in all cases that his performance was evaluated by another human unless the algorithm proves to be very accurate.,2.0,"Due to the fact that the algorithm can only do what it is programmed to do by certain people I feel like the algorithm would lack the discerning life experience that a human could bring to the job, so I would have very little trust in the current process.",1,28,2,6,3,Algorithms are sets of rules coded into a computer program that make decisions based on the raw data that is entered into the computer.
5.666666666666667,R_20kISZJFAX4G40N,4,5,5.0,0,0.0,0.0,6.0,because he is the manager,6,5,6,2,2,3,he did a good job,6.0,he is the manager,1,33,1,4,1,0
2.1666666666666665,R_3nTAoZ3LS6OYTYN,4,2,1.0,The manager used the algorithm to evaluate Chris.,1.0,0.0,2.0,"Analyzing a worker should be done by a human, not an algorithm, there are lots of things that can't be measured by numbers.",1,2,2,5,5,6,I think he would be upset about being evaluated by an algorithm ,2.0,I don't have any trust in someone who can't make decisions for themselves. ,1,34,1,2,1,Algorithms are mathematical formulas based on data.
3.6666666666666665,R_3G3c0yOo77MtWIX,1,3,3.0,"The algorithm in the computer program would pick out areas that were deemed hihgest priority for repair.  This was based offcriteria in the past, for instance, how likely something would break. A manager would then monitor and assign the tasks to a worker in manufacturing.",0.0,0.0,6.0,"It seems to be a very fair process since it is automated and the algorithm picks the most approppiate area which needs maintenance.  The manager may monitor it but the bulk of the decision rest with the computer, and is impartial.",4,4,4,5,4,5,I do not think Chris would strong feeling wither way for the most part.  It is his job to perform these duties that are assigned to him.,6.0,Computer algorithm are pretty accurate depending on the coding involved. Algorithms are behind all of our programming languages and I trust them almost 100 percent.,2,40,2,3,1,Algorithms are complex programs that are usually contained inside computer programs which analyze certain data and make a decision.
4.166666666666667,R_5d4i44e5xd8SSeB,4,4,3.0,not enough time for all of the essays. disregard all the data i provided in this survey. i want all of my data erased,0.0,0.0,6.0,The algorithm is fact based and is objective. The algorithms is also considering the manager feedback. The process is fair because the algorithm is objective in its determination.,4,4,3,3,3,4,"I see no reason Chris would be disappointment, angry, or proud. It is easily likely that he would feel joyful, happy, or frustrated. I see it as strange if he would have feelings for an algorithm???s output. This is data that has been input into a formula.",6.0,The algorithm is using the data that has already been produced. Its use is more beneficial because it is objective and would be in addition to a manager???s sometimes subjective observations.,1,33,1,3,2,erase all my data
4.0,R_DJjP2LaAkGD3jJ7,2,2,3.0,"The algortihm produced data about when employees were needed to handle customers, and the manager made the final scheduling decision.",0.0,0.0,4.0,The algorithm doesn't discriminate against employees in decisions,4,4,4,4,4,4,Chris's feelings would rely more on Chris's preferred schedule than the algorithm,4.0,"The manager is looking out for the business, most likely, which is a good scheduling decision",4,37,2,3,1,Algorithms are sequences of defined logic that execute based on given variables and definitions.
4.0,R_1FKw4ApwD10BpQ5,1,1,1.0,0,0.0,0.0,4.0,"I don't really see it as a question of fairness. the situation is that the machine indicates what Chris is supposed to check, nothing more, nothing less.",2,2,4,2,2,4,"I don't think chris has strong feelings one way or the other about the maintenance task he is assigned. on a particular day he may or may not feel proud or frustrated with his work, but I doubt he is particularly joyful etc.",5.0,"I would assume the algorithm assigns tasks well , otherwise it wouldn't be used to perform this function",2,38,2,5,1,algorithms are a preset list of instructions that are executed for a given task or scenario
5.833333333333333,R_3q7ffbLcOInpaQO,1,2,3.0,The manager used the algorithm to decide which part needed maintenance first and assigned a job to Chris based on that information.,0.0,0.0,7.0,"I would say any assignment from the manager is fair. Chris was hired for this job, he should be willing to accept any task within his job duties.",6,4,4,1,1,1,"I 2would think Chris would be happy. If something breaks, his job would be a lot harder.  Getting to things before there is a problem should make him happy.",4.0,"I would have to assume the manager knows what he is doing so, I have some trust that he would make the correct decision.  I can not trust more than that because I do not know the manager.",1,37,1,3,1,"Algorithms are data sets that, when analyzed together, can give future predictions."
4.0,R_2ccKUfGFdpBsqgV,2,5,5.0,0,0.0,0.0,4.0,"there is not enough information, so I can't really say that it's fair or not for sure",4,4,4,4,4,4,"I don't know what Chris wants, because you didn't tell us, so I can't tell you whether he would be happy or not",4.0,"I have no reason to trust or distrust him based on basically no information, so ""some trust"" is the best option",4,32,2,5,1,0
4.333333333333333,R_6xTOOJ9p4TS3jcR,4,5,5.0,0,0.0,0.0,7.0,It's the managers responsibility to make sure Chris is doing a good job.,4,3,4,3,3,3,"I don't think he'd be thrilled, but he'd probably be understanding.",6.0,The manager isn't going to give a poor evaluation to a good employee.,3,33,2,4,1,0
4.0,R_3exjBYKbZgOmgcF,3,1,1.0,0,0.0,0.0,4.0,I have no idea how well the algorithm performs. If it performs well and Chris is a poor applicant then it it fair. If he is a great applicant and he gets bumped out by the algorithm then it is unfair. Maybe a human might be worse at choosing.,4,4,4,4,4,4,"How can I know, was he chosen?",3.0,The system will need a lot of data and competent design to improve its results. I have no idea if that's what has been done.,3,27,2,4,7,computer calculations
4.0,R_28BNGeEuCQ9FSWz,2,3,3.0,The manager supervisors and the algorithm makes the schedule.,0.0,0.0,6.0,Its a job you work when you are needed most.,4,4,4,4,4,4,Everyone who works at the coffee shop has to go through the same.,4.0,It decides who is best to work at that certain time.,1,42,2,2,1,computer generated decisions.
4.0,R_3011cNLnTKtLhg9,2,4,3.0,"Both have input into the scheduling process; the algorithm generates the actual schedule.  I presume the human manager can make any emergency or urgent changes needed (in case an employee calls in sick, for example)",0.0,0.0,5.0,"There is human input into the decision.  I presume that the manager can override the algorithm's decisions, if there are extenuating circumstances",4,2,2,2,2,4,It is just a work schedule; I don't see why Chris would have any strong emotions about it one way or the other.,4.0,"My husband works with these sorts of decisions.  They make fairly good decisions within the bounds of what they know, but they need to be override-able in case of extenuating circumstances",2,45,1,5,3,"They are formulae applied to sets of conditions; they can be used as predictors or as determinants, depending on the situation and need."
4.0,R_1QnEYVxZ9KB0EJT,1,1,1.0,0,0.0,0.0,4.0,"I dont think the algorithm has any concept of fairness, its just doing its job",4,4,4,4,4,4,"I dont have any way of knowing how he would feel about it, should find a different job if he has issues though",4.0,A human designed it to do a certain job,1,32,1,5,1,"Human designed, computer produced answers to problems"
3.8333333333333335,R_aYnxwIr5BFvHsYx,2,3,3.0,"The algorithm picks the staff members to work each shift, but the manager has the final say",0.0,0.0,4.0,Scheduling employees is a very difficult job and by using the computer algorithm it relieves the stress of the manager to some extent.,4,3,2,3,4,3,It is difficult to be thought of as only a number by a computer instead of an employee.,5.0,It takes away some of the bias that a single manager might have while scheduling. ,2,65,1,3,1,Algorithms are statements or processes that computers use to arrive at a solution
4.333333333333333,R_31SJexmfhNxowyf,4,2,3.0,"The manager evaluates an employee, he/she uses an algorithm to measure the performance, then the manager gives the evaluation to the worker",0.0,0.0,5.0,"all evals are subjective, so this might be 1 step away from the manager, who can be biased, but the programmer is probably too",4,4,4,4,3,3,"I think it all depends on if the measures were clear upfront, if so he'll be ok with it but will always think the measure isn't 100% accurate",4.0,They might figure out a way to game it to give good evals to people that are not good,1,33,2,5,1,A set of rules that lead to a measurement 
2.0,R_tSDsJzobYf845Ox,2,1,1.0,0,0.0,0.0,2.0,"There could be special circumstances that interfere with work, that is impossible to explain to the algorithm",1,1,1,4,5,6,I think he would be unhappy that a computer is scheduling him instead of someone that he can explain things to ,2.0,The algorithm cant know everything about the employees. A manager would know if a certain employee works better during certain shifts.,1,35,1,2,1,computer software 
4.0,R_24f4YdURFQq1LK3,1,2,3.0,Algorithm will analyze how many times factory components have broken in the past. The manager reviews this analysis and assigns a certain employee to check or fix the machinery.,0.0,0.0,4.0,"Nothing in the text seems to suggest that Chris has a leg up over another mechanic. Additionally, the algorithm probably found Chris to be the most suitable. Therefore, there is no issue of fairness.",1,1,1,1,1,1,"Chris' duty is to perform the job, so I think he would feel neutral about performing the job.",5.0,The algorithmic analysis is probably very trustworthy and accurate. The manager might rely on the analysis a lot in order to make good decisions most of the time.,2,22,1,5,1,"Algorithms are rule sets, generally in use by computers in order to complete calculations. "
4.833333333333333,R_1lhh7cVLx6JfjkK,3,3,3.0,Algorithm was guided by manager,0.0,0.0,6.0,Mostly likely it's fair if programmed correctly - GIGO,5,5,4,3,3,3,It would depend on how well the algorithm placed chris.,5.0,It depends on the programming,2,65,2,4,1,a set of rules for processing info
1.3333333333333333,R_3qvNkh12svgE9GU,3,1,1.0,0,0.0,0.0,2.0,"Not all things can be captured by the computer. In research, quantitative alone cannot explain things. In the same manner, algorithm should not be the sole determinant of one's application.",1,1,1,6,6,7,He'll find the mechanism unfair.,2.0,"Computers, at least in today's technology, are not yet capable of understanding the nuances of words.",2,23,2,5,4,Algorithms are similar to mathematical formula or instructions/program used by the computer to do a particularly task or function.
4.666666666666667,R_3hu9SX0cfKooOP2,2,2,3.0,The algorithim is the data and the manager interprets it for present management.,0.0,0.0,4.0,Algorithims are neither fair nor unfair. Neither is the use of them.,4,4,2,2,2,2,"Chris knows the score. And if he doesn't, he would leave.",4.0,Algorithim is fine based on past behaviors but does nothing to predict future situations.,2,64,2,6,1,"Like I said, algorithims are data arranged in some kind of x and y poles."
