fairness code,emotion code,trust code,20 types,fairness,trust,emotion,ID,fairness OR,trust OR,emotion OR
13,18,3,"4,1",7,6,4.666666667,R_22ExFQfS97lfnHM,If it is part of Chris' job to check and work on the machinery and both the algorithm and manager say it needs maintenance then it is just part of his job and is fair.,Usually they can detect things very soon.,"I don't think he would feel any negative feelings but I also don't think he'd necessarily feel any happy ones either. I would probably just feel indifferent towards the situation, unless there was some other past factors."
13,100a,5,"5,4",7,6,4.666666667,R_2UXCg2URhnObPtU,"He knows that it will be happening at his job and I would assume he did before he took the job. Even the callers generally know that the call is being ""monitored for quality assurance""",It is all recorded. If someone disagrees with him then they can go back and listen to the call to verify,It is never fun to feel big brother is watching you. Even though it is a Known ofact doesn't make it a pleasant thing but he won't have anything to be frustrated or annoyed about if he is doing what he is supposed to be doing.
13,4,3,"5,1",7,6,4.833333333,R_sG9814mY0mATMUV,Chris was doing the job expected of him,The manager must run a sound and efficient factory,Chris probably understands that the manager trusts in his skills
13,13,6,"4,1",6,6,5,R_12KefJsdWauHg6W,Maintenance should be done if needed. Doesn't matter where the information came from.,No reason not to trust either one of them.,"He shouldn't be angry, happy, frustrated, joyful or disappointed. He should be proud he completed the work."
13,100c,13,"5,2",6,6,5,R_3hayIY14dQHLnBe,Its a part of the job Chris agreed to when he entered employment.  The hours are not chosen in a manner which is bias but pro-business,He was hired because of his skills in the job (or I assume so),Now that Chris works mornings he can do errands and go out with friends in the evening
13,4,4,"5,1",6,6,5,R_1kXl7ukOqYmdD3a,Its fair because that is just how things work in the workplace.,"well the person is the manager because he worked hard to get to that job, so i would trust that he would know what he is doing with it.",I think he would be proud that the manager trusts him enough to keep the machine running smoothly
13,7,6,"2,2",6,6,5.166666667,R_2bVlICJ2E6QiHWY,"Chris is an employee and the morning is when they think they will need if, so I dont see anything unfair about that.",between the algorithm and the managers experience i trust she can make a wise choice,"Not sure why Chris would have any real negative feelings about his schedule, seems that it made a reasonable choice"
13,5,5,"1,2",6,6,5.5,R_cGxxOVGxJtA0zGV,If Chris is available to work in the mornings then he should be able to work,It should be able to figure out based off employees availability,He is able to work mornings
13,13,13,"2,1",7,6,5.5,R_3D6AIGS1TiAUnmE,"He found a problem, and needs to have it fixed",He seems to be used to it by now,Its part of his job and hopefully he sees the importance of the job too
13,16,7,"2,1",7,6,5.666666667,R_3ISmtNLysMvovD0,"Chris works in the factory and is likely familiar with the machinery. Therefore, it is fair to ask him to work on the machines and check them.","I think that I would trust him using the algorithmic analysis as a way to make decisions because in many ways, it is a fair way to decide how to assign projects within the company.",I think Chris should use this opportunity to show his manager what he can do and handle. This is a good chance for him to show his company that he can be a team player and follow instructions that help the company.
13,16,4,"5,4",7,6,5.666666667,R_3F3y1a8g3m2IWxc,"Chris is being paid to perform a service.  Since the company is paying for this service, they have the right to know if the service is being performed.","The manager is trained to look for good, quality work and should know it when he/she sees it.",I think Chris is doing a great job and would be proud for his manager to see his work quality.
13,6,6,"4,1",6,6,5.833333333,R_x9gagH03LC7mjYZ,I think it is fair because it is part of his job.,I feel that I could trust the decisions because the manager and algorithm work together.,I think he would feel proud knowing that he was capable of performing the job.
13,13,"4, 13","5,1",7,6,5.833333333,R_eh8BUfEx1EgXtRv,It is Chris' responsibility and job assignment to do the maintenance task.,"If you work for a company and must report to a manager, it is in good faith that the task is of good quality and there should be trust between managers and their employees.",If he works for this company and that is his assignment then be should be able to do it without any ill feelings. I would think he would take pride in his work.
13,51,4,"5,2",7,6,6,R_1QxrfqJsgdC3nAf,Chris voluntarily works there under the conditions that were agreed to.,"If someone has earned the role of manager, I assume they should be trustworthy.","I assume that if you go to work in a coffee shop, you expect to work morning hours. Therefore, morning hours should make you feel happy, joyful and proud. You shouldn't be frustrated, angry or disappointed."
13,13,5,"1,1",6,6,6.166666667,R_vJsONL4PL2FStJn,It's his job.,It's uses data and is very accurate.,"He probably doesn't want to do at first, but overall likes fixing things."
13,13,5,"1,1",7,6,6.166666667,R_1FblJSRgwmu97KT,it is his job to prevent equipment failures,it is based on previous failures,he is given an assignment and follows through
13,3,7,"2,1",7,6,6.333333333,R_bsgDFMjbMWsTIT7,It was time for maintenance to prevent problems and the job was assigned to Chris.,algorithms are averages what is more likely to happen. More often than not they are correct,Chris is happy to help prevent a failure that could cost time and money possibly a bonus
13,13,6,"4,1",6,6,5.166666667,R_30knDfwXdgNzKh3,It is reasonable and fair as the purpose is to prevent any critical operation failures.,The analyses are based on two factors therefore it should enhances accuracy,Chris would no feel negative as it would be par of the job to help prevent failures
13,16,51,"5,3",7,6,4,R_1mxGgvUpkrCUQHj,who else would select them? He can't interview thousands.,Manager might make some mistakes but in general would pull out the best candidates.,How Chris would feel depends on whether he's selected or not. I don't know whether he is.
13,16,7,"1,2",6,6,3,R_2eQpaNQHT2ku1Q8,It's a business decision and his help is more needed during this period.,I used algorithms when I use to be an options trader at the CBOE. They made me a lot of money!,"If he's a kid, he probably isn't accustomed to change and would pout."
13,4,4,"5,3",7,6,4,R_2WBae4eR7M7LI4t,IT COSTS THE COMPANY MONEY TO FLY/TRAVEL MANY PEOPLE TO THE COMPANY,MANAGERS ARE EXPERIENCED,HE MAY WANT TO INTERVIEW BUT THIS IS COMMON PRACTICE
13,51,4,"2,4",6,6,5,R_3QJoWCaxr0xAEUg,"Should be fine if Chris follows the rules, So its fair.","The manager should follow the rules, so I trust him",Chis should feel fine if he's doing his job per standard procedures.
13,51,7,"1,4",6,6,5.5,R_21hTW5aenyA26kz,In customer service you need to be polite and cater to the customer so it's fair to have your job performance evaluated,I trust they have a system in place to make the evaluation fair and trustworthy,I think as long as chris performs well at his job then he should be proud when his performance is evaluated
13,51,51,"5,3",6,6,6.166666667,R_1OvmW0oYGEl82WU,"Since there are thousands of applicants, it would be too time consuming for the manager to interview every applicant.","Because he picks the applicants he thinks will be the best out of all of them, it is clear that he is looking for quality candidiates.","If the manager only selects the top applicants, and Chris was one of those applicants, it means that the manager has more confidence in him than most other applicants."
13,52,4,"5,3",7,6,3.5,R_3JxYV3Wl7sclCzY,As there were thousands of personal statements and resumes submitted for the same job.,He has experience in the process.,he might feel a bit sad
13,13a,6,"3,1",7,7,5,R_3MEAq1TS6G6jzcS,Chris is an employee and therefore must adhere to the decisions made by the manager and the algorithm,An algorithm generated by a computer that is monitored by a human knowing what is needed should always be trusted.,"Chris was hired to do a specific job and must know his job duties involve doing as the manager and algorithm ask of him. So, he shouldn't be surprised at any tasks he's assigned."
13,13,13,"5,1",7,7,5.333333333,R_3MAUKMCHyYEYTHz,Chris is on company time and being paid to assist the company with maintaining productivity.,It is better to do maintenance on the part that is still working then to have to replace it after it completely breaks down.,Chris would feel a sense of accomplishment after he has completed his maintenance task.
13,18,6,"2,1",7,7,5.5,R_xbWcrLdi3IyQxgJ,It is basic to the functioning of the operation that the manager relies on the algorithim to decide on maintenance needs. Chris is simply doing his job based on the current way that things are done in the operation.,"The scenario here is that the manager relies on the algorithmic analysis to make decisions. If the algorithims were not accurate, he wouldn't rely upon them.","Chris would have no reason to be angry, frustrated, or disappointed with the manager's decision. Neither should he be proud, happy or joyful, necessarily. He is simiply doing his job."
13,13,4,"5,1",4,7,5.5,R_2rYJxo36t6IAVl4,"It is Chris's job to do the tasks assigned to him my the manager.  ""Fair"" does not play a part when you work for someone and have a job to do.",It is the manager's job to assign tasks in a manner that benefits the company.,"As an employee who's job it is to do the assigned tasks from the manager, emotions have no place in the equation.  Chris either does the job as detailed and gets paid for doing so, or he does not do the job assigned and get fired."
13,16,7,"1,4",7,7,7,R_3PZvbmwUOCnsvIC,If he is doing his job right the algorithm should be accurate and show that so there should be no issue.,If it follows rules there should be no room for error.,I think if Chris is a good worker he would be happy to have his work evaluated so he can get recognition.
13,3,100a,"5,3",5,7,5.5,R_4N4Eg3icUSkIWSR,it fair because he don't want to wast his time,i always do my best,he would be happy because he is saving time
13,"51, 13",1,"3,2",6,7,4.333333333,R_1H6n3fmaFlrlBuy,"When one works in this kind of job, you must be flexible in hours available",It uis not human and therefore cannot make a biased decision.,He realizes his part in the success of the store.
"13, 2",18,5,"3,1",6,6,5,R_2SesWglDAu4DXQk,"Being assigned to a specific task in the factory is something that everyone there is subject to, which makes it completely fair - at least in theory","If you put the right information in, a good result should follow.","Getting an assignment is probably not a joyful experience, so it causes neither that nor happiness.There should be no negative feelings, and pride should not enter into it at all, since it is just an assignment and not something super special."
"13, 4",16,10,"5,3",6,5,5.166666667,R_1K8U3Ho4XBLAZnb,"it's as fair to chris as it is to anyone who applies for the job - the manager analyzes all of the personal statements and resumes, including chris' statement/resume.","it's possible that the manager will choose someone he is familiar with and not fully consider everyone, so that is why i clicked moderate trust.","if chris is a top applicant, he will be happy; if he isn't a top applicant, he will be disappointed."
"13, 6",13,5,"4,1",6,6,5.833333333,R_3huaOGNnLnBa97W,"I think it is fair because this is probably part of Chris' job responsibilities. In addition, careful thought and planning goes into assigning Chris a maintenance task as both the manager and the algorithm serve as a check and balance as to what might break down next.",It is based on past history of machine breakdowns so it is probably accurate for the most part,I think Chris would be happy to do his job and to fix things proactively to maintain a well run facility
14 (spied on),18,"7, 9","3,4",3,3,4.5,R_2E4YWCpGtlikBEB,"It just seems like he's being spied on, however I understand the importance of making sure employees do a good job.",I know computers are the best at mathematics and equations so I'm sure it's very accurate.  I guess it's hard to trust a computer though.,"I don't think Chris would be angry or anything, possibly annoyed or frustrated being checked up on, and possibly even proud because he has done an excellent performance."
14a,18,10,"5,4",4,2,4,R_cvETcW8WQuEJPtD,not a fairness issue,most managers make poor quality evaluation,I  dont think it would produce any of those feelings
14a,5,"1, 9","1,2",4,3,4.5,R_p0MrzUQuv2R2jpT,Whether a computer makes a decision or a person makes a decision doesn't make it any more or less fair and absent more information I can't say if its fair or not.,"The algorithm wont play favorites, so i can trust it a little bit there, but it might not factor in other aspects.","He's available in the morning, so I doubt he will be mad he got scheduled to work in the morning, but he probably doesn't feel super happy about working: so i put mostly neutral responses."
14a,13,1,"1,1",4,4,4,R_XSvvOAs6k43MN5D,"It is a computer decision, fairness does not apply.","The algorithm makes a decision based on facts, not emotion.",Chris should not feel any emotion other than every day work related activity.
14a,16,6,"2,4",4,4,4,R_3kLATYnjmZH44xE,The algorithm could be wrong or right. There is no way of checking it.,The manager is following the computer so I trust him to do that.,It depends on what the review is.
14a,18,4,"1,1",6,4,4.333333333,R_1myL5SO6zVV5MON,There would be nothing inherently unfair about Chris being assigned to check a component.,My trust would depend on who came up with the algorithm.,I think Chris would generally remain neutral about the assignment unless he was having a bad day.
14a,7,"7, 9","1,1",4,4,4.5,R_3QShP9MAaNmoOU8,It is inherently neither fair nor unfair if the algorithm is correctly developed. It allocates resources based on need.,"algorithm's are developed by engineers (like me), and while I have faith that it was properly developed and put through appropriate UAT (user acceptance testing), my experience has show that there will be flaws that require adjustment.","The algorithm does its job. I don't believe the employee tasks with the assignment would care either way unless the task was inherently unpleasant, which this one does not appear to be based on revealed information."
14a,13a,7,"2,2",4,4,4.666666667,R_3hu9SX0cfKooOP2,Algorithims are neither fair nor unfair. Neither is the use of them.,Algorithim is fine based on past behaviors but does nothing to predict future situations.,"Chris knows the score. And if he doesn't, he would leave."
14a,14,6,"2,2",4,5,3.833333333,R_24pXs0HIBlTveWk,The algorithm doesn't decide the shifts based on fairness. It doesn't have a concept of that.,"I assume that the manager takes the algorithm into account when he makes those decisions, but I'm not sure how much.",I think Chris might be a little frustrated but not outright resentful. It wasn't the manager trying to make him angry. It was code.
14a,18,7,"1,1",4,5,4,R_1FKw4ApwD10BpQ5,"I don't really see it as a question of fairness. the situation is that the machine indicates what Chris is supposed to check, nothing more, nothing less.","I would assume the algorithm assigns tasks well , otherwise it wouldn't be used to perform this function","I don't think chris has strong feelings one way or the other about the maintenance task he is assigned. on a particular day he may or may not feel proud or frustrated with his work, but I doubt he is particularly joyful etc."
14a,18,6,"3,2",4,5,4,R_1rJ4Xfx7R6PH6qj,It's just like any other scheduling tool,Computer's are smart + human monitoring should work fine,I don't think he'd care much one way or the other
14a,13,7,"4,1",4,5,4.833333333,R_3shs3FzAS6bd5LA,It's not a question of fairness but rather automation.  Chris has input into the decision too.,Expert systems like that are usually well researched and programmed.,I think he's just doinghis job so emotion doesn't play into the situation very much.
14a,3,9,"1,1",4,5,5.666666667,R_1DzZF0lJVToGlTC,I'm not sure there is a question of fairness when a program is just creating a list for a mechanic to check.,"Computer programs make mistakes, so they should always be used with the expectation that you need to double check.",There's no reason Chris should feel negatively about a computer program that is helping him be more effective in his job.  That to me seems similar to an administrative assistant being upset with spell check.
14a,3,7,"3,1",4,7,5.666666667,R_3flwAI4RimkSSAp,I don't think it's any fair or less fair than if the task was assigned by a person or an algorithm,unlike a person the algorthm won't make mistakes and assign unneeded work,I think chris would be happy with the assignment because he knows it's coming from an efficient process.
14b,needs more info,7,"1,1",4,5,4,R_27CpIkziFSSrPpY,IT'S A MATTER OF CHANCE,"IF THE ALGORITHM MADE TOO MANY MISTAKES, IT WOULD NOT BE USED",I CANNOT PREDICT CHRIS WITHOUT MORE INFORMATION
14b,51,100a,"2,3",7,7,5.666666667,R_33jYbHgGDuCos3q,It seems pretty random,I don't see why he wouldn't.,I think he would be happy it was fair
14b,52,7,"3,1",7,7,2.333333333,R_3PBl7HFmCr8KCka,It is all random which is fair,It is a all done by a computer which is trustworthy,I don't think he'd be very happy that he got choosen for this
2,14,2,"3,3",6,1,4.333333333,R_3KDgePzbGtQjR0F,It is fair in that every applicant would be subjected to the same rules or requirements.,Because the end result is based upon the programmer's bias.  The manager may not find a programming error or problem for months or years which might mean good qualified candidates were being dumped and discarded for the duration and the company would have lost out.,I don't think there is anything to be positive about as not being screened out by a computer program is going to come down to luck.
2,52,51,"1,3",5,3,3.5,R_20OTdhnyWehOGqY,If everyone is chosen in the same manner then the process is really somewhat fair.,The algorithm is bound to identify some quality candidates based on it's programming.,He is probably pretty anxious that he will be judged solely by a mechanism than no human controls.
2,9,9,"1,4",5,3,4.166666667,R_1DH0uLinq53CZBL,I think it would be fair as long as all employees are evaluated the same way. And there has to be something in place to protect against system glitches.,Different situations have to be handled differently. I'm not sure if an algorithm can detect can accurately detect all situations.,He may feel his evaluation is not consistent with his actual performance.
2,16,2,"4,2",4,3,4.166666667,R_2cpHVK9GUGFizFu,"If that is being used to schedule all employees, he is being treated fairly.",I don't think it would take into account personal issue to dictate work schedule,I think he would be happy to work in the morning
2,18,9,"1,2",6,3,4.5,R_1eIArOdAUmo83Ma,"If everyone's shifts are being scheduled with the same algorithm and assuming it is not flawed, then I feel it is fair for Chris.",It seems difficult to determine without knowing the specifications of the algorithm.,Chris would probably for the most part feel indifferent .
2,100c,4,"3,4",6,4,2,R_1IckzQU1RMpxmmO,It evaluates everyone else.,They hopefully wouldn't implement it if it didn't work.,No one wants to be monitored.
2,16,6,"4,2",6,4,3.166666667,R_32Y3P2BiKaqLAWy,I assume that it was done fairly so everyone had the opportunity to be picked.,It seems as if it would be a fair way to do so.,I don't think he likes to go in the mornings.
2,100c,needs more info,"1,2",7,4,3.333333333,R_yPgpJHz3xwJX91T,"All employees are subject to this algorithm, so it's fair for everyone involved.","I don't know exactly how the algorithm works so I can't be sure if it's properly working. So, I am hesitant to put all my trust in it.",I feel like Chris would be annoyed at the fact that the algorithm seemingly singled him out.
2,8,100a,"2,3",5,4,3.666666667,R_1QuPvR4Uz8s32Mm,the algorithm is designed to weed out the bes clients. Its not the best and most accurate method but managers do not always have time to comb through hundreds of resumes,the algorithm is set to select ony the best candidates for the position based on the information exported from the resumes,it's frustrating to know that the manager did not actually select him personally
2,16,11,"3,3",6,4,3.833333333,R_UtMJn2WYzRQNlK1,I think there is an opportunity for qualified applicants to be missed but as long as the algorithm evaluates Chris' application on the same standards as others then it should be fair.,Algorithms are only as good as the rules they are given.  Since these are dictated by humans there will always be room for error.,"It doesn't indicate Chris was selected for an interview so I don't think he would feel strongly any certain way.  If he is selected I'm sure he'll be amiable to the process but if not, he will probably be frustrated, angry, and feel that he wasn't given an opportunity."
2,"16, 8",6,"2,3",6,4,4,R_yDs5yHQu8l7VYhX,All the applicants are subject to the same algorithm.  It is fair since it is used across the board on all applications.,He will only review the resumes selected by the algorithm.,He might be disappointed because that means the manager didn't actually read anything he submitted unless his resume was selected by the algorithm
2,18,3,"1,4",6,4,5,R_1n88eMqmyoEVFc7,I think it is fair becuse every other employee gets the same algorithm.,I do not htink it is a perfect method but costs less and is fast.,I do not think it really matters to chris so for the most part he has no feelings towards the algorithm.
2,18,9,"2,4",5,4,5,R_1o7vKVeQ4m15627,I think it is fair since everyone is judged by the same algorithm and they know what kind of algorithm it is beforehand.,"There is quite a bit of personal information about the employee that is lost when evaluating with an algorithm, so I would not say that there is a lot of trust in the manager to make the best evaluations.","I don't think Chris is particularly happy or joyful about being judged by a computer, but I don't think he is angry about it either."
2,100c,100a,"5,2",6,4,5,R_2ScPHA77ATfKrhh,The manager takes every employee into consideration when scheduling,Chris has some trust towards his manager over making the schedule fairly,Chris is a little upset about working mornings
2,100a,2,"1,3",5,5,2.333333333,R_2e2RgV2M6hTNVhe,It is weighing all the applicants information and scores and deciding which ones are the best fit for the position.,They are weighing everyone's information equally so the process is fair.,I think that he would doubt that he would be selected as a top prospect.
2,16,"7, 9","1,3",6,5,3,R_3GwbfgyGbTWpPs3,The algorithm treats all applicants the same,"I believe that the algorithm will make choices to the best of its ability, though it is possible it was not designed to be the best",Chris would feel annoyed an unhappy if he was passed over
2,52 17,6,"3,3",6,5,3.166666667,R_0TA4AYjjs3RMZLb,"It is the process used on all applicants, no one applicant has an advantage.","an algorithm by a computer is ok, but human involvement is perfered",He would like to have human contact to give him the chance to present himself.
2,8,1,"1,3",5,5,3.333333333,R_24jboRutXrMmq6P,"Chirs has an equal chance with everyone else, depending on programming rules. Does it exclude females or racial minorities?",I think it would choose groups on degree values or experience without prejudice or emotional bias.,Most people would feel this eliminates personal appeal or special effort.
2,16,6,"2,4",5,5,4,R_sFEv7cP65abj1C1,At least their is some basic and equal standard to be measured by,If he is making a judgement based on how positive or negative the algorithm is than it should be fairly simple to make a decent analysis,It would really depend on whether he received a good or bad analysis
2,18,"4, 6","3,3",6,5,4,R_BPzPIyIKKbZbTwt,because if thats how the hire all their people then its only fair for them to do it that way with chris,i think if thats how they have been hiring theie employees since day one and it has worked for them then i trust they know what they are doing,i think chris probably does not know how to feel he probably feels all of the equally
2,"4, 13","4, 6","4,3",6,5,4,R_cV0W0DirFuTGx2N,the algorithm should presumably apply the same selection criteria to everyone equally,I assume the company is satisfied with it if they continue to use it,"no reason to feel either way, its just the process the company follows"
2,9,7,"1,3",7,5,4.166666667,R_27v2GOn3kz9GdpW,every resume goes through this same process so it's fair,"I'm sure the algorithm looks for key words and qualifications so overall, it makes good selections.",I think it could be frustrating for him if he doesn't get selected based on the algorithm because he may feel like he could have been selected had he just changed a few things so that the algorithm would have picked him
2,52,7,"2,4",6,5,4.166666667,R_3pf2iQOqfbqJxo8,Everyone else is evaluated by the algorithm as well.,"If it is being used, it must be effective.",Chris would likely be upset that an algorithm is evaluating him instead of the manager.
2,16,4,"5,3",6,5,4.5,R_1DwnCOF75s37nRv,Everyone seems to have an equal chance of being chosen for an onsite interview. So I don't think it is unfair.,"I am not sure if he is a good-decision maker. However, he is a manager at a high-tech company, so he got there by accomplishment ( I am guessing).","I am unsure on whether Chris was chosen for an onsite interview. He could be happy or upset, depending."
2,16,7,"1,2",5,5,4.833333333,R_515IXhl41upn47T,"So long as everyone is being treated equally I see no problem with using the algorithm. By that I mean that every employee gets to participate in the busy shifts, as well as the quiet ones.","It's a computer. It analyses data and makes its decisions accordingly. It doesn't take into account such things as personality or preference, which a human may well make.",As mornings are traditionally a busy time for coffee shops I would imagine Chris would be pleased with his shift - more tips!
2,7,6,"2,3",5,5,4.833333333,R_1KlLJaWeWsi3mIm,It treats everyone the same and gives them the same chance of being selected if they are good enough candidates.,"I trust that the algorithm will work and that the manager know how to use it,",He would feel that he would have a fair shot so he would be happy.
2,5,"5, 9","2,2",6,5,5,R_O9wXy8ekJjWm6ml,"I think it is somewhat fair because it's based on a formula that analyzes the availabilities of all the employees, and takes everyone into consideration. Also, the computer isn't playing favorites because it's just using a formula with inputted data.","I have a moderate amount of trust in these decisions because I think the algorithm takes everyone else's schedule and availability into account. However, I do not think the algorithm takes any personal circumstances into consideration.","I think Chris would feel fine about working mornings, since it would seem to work with Chris' availability (given the data inputted into the algorithm). I do not think Chris would feel angry or disappointed, or particularly enthusiastic, but simply fine about the choice."
2,18,6,"2,3",6,5,5,R_1fiU6406B5sP6O1,Each candidate is initiually evaluated using the same algorithm,"Although the manager has not met Chris in person, the algorithm can be trusted as an initial screening.",Chris will unlikely have negative feelings on how the applicants were screened.
2,"7, 12",9,"2,4",5,5,5,R_1gMjsLb0TcnXgAZ,"It is hard for an algorithm to be totally fair, but it seems that if everyone is being judged using the same algorithm, that's ok.","Again, I think that algorithms don't always get it right.","I think I would rather be judged by a person, but the algorithm is probably fair, so I would accept the results."
2,16,7,"4,3",6,5,5,R_27HCWLdLNiS8aEy,The same process is used for all potential hires.,"If the process produces bad results for the company, it will be changed. Since this is what they are using, I assume it produces high quality hires.","It depends on whether or not he was picked. If he is, then he would be happy. I am assuming he was picked."
2,18,"7, 6","3,3",6,5,5.166666667,R_2bkiUx30PTeKEyB,I believe it's fair since the algorithm is the same for every applicant.,"I trust the algorithm completely, but having a manager monitoring it would require more than one person doing the job.  This way they can evaluate each other and keep them honest.  But in general I trust it.","I believe Chirs wouldn't feel any negative emotions about the process and would neither be happy at the same time.  He would just think its fair, possible a little proud that a company has such an advanced algorithm"
2,13,7,"1,2",5,5,5.666666667,R_vidqTHwAmtH8rLP,its a program that schedules employees it schedules them all the same way,I feel like if it works then that is how they do it.,if he still works there he has to enjoy it as that is how he does it.
2,16,6,"3,4",6,6,2.666666667,R_pLrF3JxrmbT7vVL,"If the algorithm is applied the same way to everybody, and is tweaked for accuracy, it is perfectly fair that it decided Chris' performance needed to be evaluated.","If the algorithm is tweaked and trained to be accurate, as well as being monitored by a human. I believe it will be an accurate representation of the truth.","The algorithm has flagged him for a performance review. This would make Chris anxious as to why this decision was made, he is likely to be unhappy about this."
2,16,6,"2,3",6,6,4,R_3illAON2R1oYgos,It seems like this algorithm is fair in processing all the applicants.,I think the algorithm would help the manager make a good decision by identifying a set of top candidates.,Did he get selected as a top prospect or not? That would make a big difference!
2,16,4,"5,3",7,6,4,R_3DdToAwguotx1OF,He was analyzed fairly and mixed in with everyone else. No one seems to have gotten special treatment.,"I don't know him personally, but I assume he got and kept his position by being at least reasonably good at his job.","I can't really say how Chris would be feeling, since the story does not indicate if Chris was one of the top applicants or not. I don't know if he was picked for an interview or rejected without more information."
2,18,4,"2,3",7,6,4.5,R_21yMLfUXzNTp7GC,I think it's fair because all applicants have to go through the same process.,That is the manager's job and I think the manager will do it well.,I think that Chris would overall not have strong feelings about the situation.
2,18,"4, 9","5,3",6,6,4.5,R_3emoxPku8qRJEN8,"It sounds like the manager is giving equal time to reading all the resumes and statements, then selecting those that look like the best fit.  So he had an equal opportunity to be chosen for an interview.  It's unrealistic to expect the manager to spend the time to do in person interviews with over a thousand people.","I like that the manager is taking the time to personally read all the resumes and statements, rather than just running them through some computer program to look for keywords, which could miss many qualified individuals.  I think it shows that the manager cares about doing a careful job and thoroughly and fairly looking over everybody's qualifications before choosing who to interview","I think Chris would feel like this is a normal hiring process, and wouldn't be particularly happy or unhappy about it, and definitely not angry about it"
2,2,4,"5,3",6,6,5,R_suTuBJ7nW4CRRWV,"The manager looks over every resume, giving everyone an equal chance.","People make mistakes, but hopefully the manager has stayed a manager because he is a good judge of character.","The manager is looking at every resume, which is a good thing. Because it's fair there's no reason to be angry."
2,3,7,"1,3",6,6,5.166666667,R_yruCx44r4VTrx7z,"It helps to weed out the people that don't have the appropriate qualifications. Sure some people may be skipped over, but it saves time for the employer in the long run.","If the algorithm is given a specific set of instructions, there's no reason it won't follow those to a T. I trust programs that do that.",I think he would be happy because it would save him time. It would also keep him from being frustrated going through hundreds of applications.
2,2,4,"5,3",6,6,5.166666667,R_2ZNt1C9wrEPFdPW,everyone has a fair chance of being selected due tot heir resume,it will benefit the manager to make the best choices possible,he might feel a bit happy that it is a fair selection
2,"1, 3","1, 6","4,2",7,6,5.333333333,R_2ts3jhaICuzWCW7,"If the algorithm treats everyone the same, it should be a fair assignment.",An algorithm across the board doesn't have a bias and the manager can jump in if there are any scheduling conflicts that arise.,This would be the most practical and fair way of assigning people
2,18,4,"5,2",7,6,5.5,R_20VF6pwA03yRy8y,The manager is considering everyone when making this decision.,A good manager should always be able to make a good work schedule.,There is no reason for him to be mad when the process is fair.
2,16,4,"5,2",7,6,5.666666667,R_6hE4DpAMlRS8Ik9,The manager takes the time to assess what each employees availability and potential are so it's fair.,The manager wants to look good for the owner and keep the shop producing revenue so he is going to make the right decisions.,I think Chris would be happy to work mornings at a coffee shop. This shows that the manager things he does a good job.
2,100c,6,"3,3",6,6,6,R_1FRlHW0A0XgdXHZ,I think that it is fair to Chris as long as all the other applicant are subject to the same algorithm monitored by the manager,"Since the algorithm is monitored and adjusted by a human, the algorithm still have a human ""touch"" that a machine that is not monitored doesn't have.","If Chris is picked for an interview, he would know that the algorithm considers him a top applicant."
2,16,13,"5,3",7,7,7,R_0qQCZsGeCWCXjlD,The process is fair to everyone who applied equally.,If chris is applying at the company obviously he has some trust in the organization.,"If Chris is qualified, he should feel good about being selected."
"2, 1",11,7,"4,3",6,6,3.333333333,R_1rDlJbtpEIOSUOB,It's fair because it follows a certain criteria for selection and doesn't give special treatment to anyone.,Well the algorithm is doing what it's told...so i'd assume it would select the candidates that they wanted based on credentials.,I think he would have preferred his resume be looked at differently.
"2, 5","18, 14","9, 18","2,2",5,5,4.666666667,R_1lgxb2xK8Ju9jyq,"It should give everyone who is employed an equal opportunity, but it would also mean that it takes into account HIS availability.","I'm suspicious of the algorithm, but i don't want to rule it out.",He would probably feel indifferent because it's a computer.
"2, 6",16,6,"3,3",6,5,4,R_1F9TrM8vWJvOiG2,"Well even though it's an algorithm, it's one that is monitored by a manager so put in what they are looking for.  Everyone's resume goes through the same process.",If the manager is monitor the algorithm then I assume he/she is putting in the exact information that he/she is looking for so the algorithm should be choosing applicants based of the needs and desires of the manager,It doesn't say whether or not his application was chosen so I don't know how he would feel
"2, 6",7,6,"2,2",7,7,7,R_yUSpq2vntUxm1d7,It's fair because the manager made the decision based on the algorithm. The manager will do the same with the other employees.,I trust he makes good decisions because he probably uses this algorithm to avoid overpaying employees when the coffee shops not busy.,He will be happy because he is confident that the algorithm is relaying accurate information. So he is confident that he is needed to work in the mornings.
"2, 6, 9",18,"needs more info, 10","3,4",5,5,4.666666667,R_1DYJ2lenuIDVSDn,"It depends entirely on how good the algorithm is at evaluating, but it seems fair because it's supervised by the manager and the algorithm is used the same for everyone. Both the algorithm and manager could make mistakes though.",I'd really have to have more information about how accurate the algorithm is. I think the manager is likely to be at least a little biased when doing the adjustments.,I don't think Chris is going to have strong feelings about this.
"2, 9",16,9,"1,3",3,2,3.5,R_25TuGmEZkWEXG15,"even though chris is being treated like everyother applicant, it is basing the selected applicants based solely on word choices used on a resume. someone with equal experience could have more ""hit words"" and in essence, get selected instead of chris",idiots can look good on paper,"Chris may feel happy that it is left up to an algorithm to select the seemingly best candidates, or he could feel frusterated that he doesnt get a chance to leave a first impression with a person."
"2, 9",needs more info,100a,"2,4",5,4,4,R_1plljhWQU2jRG3W,"All employees are judged by the same algorithm, so that's fair. But computers can't pick up on nuances and may read things in a way that isn't always correct.","I already explained above how I feel about the algorithm, so that applies here.",I have zero knowledge of Chris or what his evaluation said so I can even begin to make this kind of judgement.
