fairness ID,20 types fairness,fairness,fairness code,trust ID,20 types trust,trust,trust code,emotion ID,20 types emotion,emotion,emotion code
R_9GYXEdwvIg7175n,"5,2",4,15,R_eg6oxiFAiEriyBP,"5,2",6,5,R_rcdIpNdA0YkXmRX,"5,2",4.666666667,100c
R_rcdIpNdA0YkXmRX,"5,2",5,4,R_6hE4DpAMlRS8Ik9,"5,2",6,4,R_3hayIY14dQHLnBe,"5,2",5.0,100c
R_3hayIY14dQHLnBe,"5,2",6,13,R_vuhgVIDss9TKFbz,"5,2",6,5,R_2uWeG1Vwjz3svf5,"5,2",5.333333333,16b
R_2uWeG1Vwjz3svf5,"5,2",6,4,R_1QxrfqJsgdC3nAf,"5,2",6,4,R_20VF6pwA03yRy8y,"5,2",5.5,18
R_20VF6pwA03yRy8y,"5,2",7,2,R_1mUHcZpCnrRFgFJ,"5,2",6,100c,R_2tkS4Jk31RkE2KA,"5,2",5.5,13
R_2tkS4Jk31RkE2KA,"5,2",6,4,R_rlq9ucS8lwDN1tv,"5,2",6,5,R_3JF1ovLO9X53o8x,"5,2",5.5,16b
R_3JF1ovLO9X53o8x,"5,2",7,4,R_vIDuqUBEl9Owuvn,"5,2",6,4,R_4GRPIYhHXu0IeFb,"5,2",5.5,18
R_4GRPIYhHXu0IeFb,"5,2",6,5,R_OxxB325ZngJv7cR,"5,2",6,4,R_eg6oxiFAiEriyBP,"5,2",5.5,13
R_eg6oxiFAiEriyBP,"5,2",7,5,R_3HFxYXCLwuApdNL,"5,2",6,4,R_6hE4DpAMlRS8Ik9,"5,2",5.666666667,16b
R_6hE4DpAMlRS8Ik9,"5,2",7,2,R_24CRVog4KxZNv0Q,"5,2",6,4,R_vuhgVIDss9TKFbz,"5,2",5.833333333,100c
R_vuhgVIDss9TKFbz,"5,2",7,4,R_23ZwunCfOu8fUSs,"5,2",6,4,R_1QxrfqJsgdC3nAf,"5,2",6.0,51
R_1QxrfqJsgdC3nAf,"5,2",7,13,R_2YDh4TVpqgoxTRS,"5,2",6,5,R_1mUHcZpCnrRFgFJ,"5,2",6.166666667,13
R_1mUHcZpCnrRFgFJ,"5,2",6,5,R_D2gY1Judb5Z38Ax,"5,2",6,4,R_rlq9ucS8lwDN1tv,"5,2",6.5,5
R_rlq9ucS8lwDN1tv,"5,2",6,5,R_28MUYOt4OJ034ff,"5,2",6,4,R_vIDuqUBEl9Owuvn,"5,2",4.666666667,13
R_vIDuqUBEl9Owuvn,"5,2",6,4,R_28MUYOt4OJ034ff,"5,2",6,13,R_OxxB325ZngJv7cR,"5,2",5.666666667,13
R_OxxB325ZngJv7cR,"5,2",7,4,R_2y93qZOCMeBfUJD,"5,2",7,5,R_3HFxYXCLwuApdNL,"5,2",5.666666667,13
R_3HFxYXCLwuApdNL,"5,2",7,4,R_3R2C73yz3oUMrsl,"5,2",7,5,R_24CRVog4KxZNv0Q,"5,2",6.166666667,13
R_24CRVog4KxZNv0Q,"5,2",6,4,R_24tPDbh6plIvm2A,"5,2",7,5,R_23ZwunCfOu8fUSs,"5,2",4.0,5
R_24CRVog4KxZNv0Q,"5,2",6,13,R_2afCyXBfwLYG6oK,"5,1",1,100c,R_2YDh4TVpqgoxTRS,"5,2",5.166666667,5
R_23ZwunCfOu8fUSs,"5,2",7,4,R_21EAA84y7vTMhxk,"5,1",2,100a,R_D2gY1Judb5Z38Ax,"5,2",5.833333333,51
R_23ZwunCfOu8fUSs,"5,2",7,13,R_3sAlzZ7skheRBKs,"5,1",3,4,R_28MUYOt4OJ034ff,"5,2",6.0,51
R_23ZwunCfOu8fUSs,"5,2",7,5,R_s5PJ4jbcvDwjDe9,"5,1",4,100a,R_2y93qZOCMeBfUJD,"5,2",4.0,needs more info
R_2YDh4TVpqgoxTRS,"5,2",6,4,R_3fUKbKLm2qGKyOq,"5,1",4,needs more info,R_3R2C73yz3oUMrsl,"5,2",5.666666667,1
R_D2gY1Judb5Z38Ax,"5,2",7,4,R_uh6NEciaXQr281j,"5,1",4,needs more info,R_24tPDbh6plIvm2A,"5,2",7.0,5
R_28MUYOt4OJ034ff,"5,2",6,4,R_3KHrqsgG9Z31tKN,"5,1",4,4,R_2afCyXBfwLYG6oK,"5,1",4.0,needs more info
R_28MUYOt4OJ034ff,"5,2",6,13,R_3k4FvX2zwLJsOsm,"5,1",4,4,R_21EAA84y7vTMhxk,"5,1",4.0,100c
R_2y93qZOCMeBfUJD,"5,2",7,4,R_1n323QDHWtTdXpD,"5,1",4,needs more info,R_3sAlzZ7skheRBKs,"5,1",3.5,needs more info
R_3R2C73yz3oUMrsl,"5,2",7,4,R_2BhrcyvNgnBRAaA,"5,1",4,needs more info,R_s5PJ4jbcvDwjDe9,"5,1",3.333333333,100a
R_24tPDbh6plIvm2A,"5,2",7,5,R_3Gwc5lwfPV6FAtT,"5,1",4,4,R_3fUKbKLm2qGKyOq,"5,1",4.0,18
R_2afCyXBfwLYG6oK,"5,1",7,4,R_AjM5dgkkM8VPYid,"5,1",4,4,R_uh6NEciaXQr281j,"5,1",4.0,needs more info
R_2afCyXBfwLYG6oK,"5,1",7,13,R_2tKsZTmcOF8AXHX,"5,1",4,4,R_3KHrqsgG9Z31tKN,"5,1",4.0,needs more info
R_21EAA84y7vTMhxk,"5,1",4,100a,R_6lG5pIgn32i1G6t,"5,1",4,needs more info,R_3k4FvX2zwLJsOsm,"5,1",4.166666667,13
R_3sAlzZ7skheRBKs,"5,1",5,5,R_2ze9ska8a5l7BCI,"5,1",4,4,R_1n323QDHWtTdXpD,"5,1",4.5,13
R_s5PJ4jbcvDwjDe9,"5,1",4,13,R_2xRYUmEsw7gmurE,"5,1",4,4,R_2BhrcyvNgnBRAaA,"5,1",4.833333333,4
R_3fUKbKLm2qGKyOq,"5,1",5,13,R_1LAy6k3lqRL5fwa,"5,1",4,4,R_3Gwc5lwfPV6FAtT,"5,1",5.0,13
R_uh6NEciaXQr281j,"5,1",6,13,R_1PYSawCJInRxkYj,"5,1",5,4,R_AjM5dgkkM8VPYid,"5,1",5.0,13
R_3KHrqsgG9Z31tKN,"5,1",6,5,R_yWvJr2B0lVDjOiR,"5,1",5,4,R_2tKsZTmcOF8AXHX,"5,1",5.5,13
R_3k4FvX2zwLJsOsm,"5,1",5,4,R_2yl47TRawy8KRCs,"5,1",5,51,R_6lG5pIgn32i1G6t,"5,1",5.666666667,18
R_1n323QDHWtTdXpD,"5,1",4,13,R_296Q8NMZeoVPVl2,"5,1",5,51,R_2ze9ska8a5l7BCI,"5,1",3.166666667,100c
R_2BhrcyvNgnBRAaA,"5,1",4,13,R_2wdlYBcmlSoMMlX,"5,1",5,4,R_2xRYUmEsw7gmurE,"5,1",3.666666667,13
R_3Gwc5lwfPV6FAtT,"5,1",6,13,R_0P74V0Rhptgw8W5,"5,1",5,100c,R_1LAy6k3lqRL5fwa,"5,1",4.166666667,4
R_AjM5dgkkM8VPYid,"5,1",4,13,R_UVJCb0zHK4Mc3lf,"5,1",5,4,R_1PYSawCJInRxkYj,"5,1",2.5,13
R_2tKsZTmcOF8AXHX,"5,1",7,4,R_33BWsOKCn10i8vO,"5,1",5,5,R_yWvJr2B0lVDjOiR,"5,1",3.333333333,18
R_6lG5pIgn32i1G6t,"5,1",7,13,R_TdA619AFVLjD61z,"5,1",5,4,R_2yl47TRawy8KRCs,"5,1",3.333333333,13
R_2ze9ska8a5l7BCI,"5,1",6,4,R_Ce2y7RK50e4g3QJ,"5,1",5,4,R_296Q8NMZeoVPVl2,"5,1",3.833333333,13
R_2ze9ska8a5l7BCI,"5,1",6,13,R_O3aXCUiDTMTcraF,"5,1",5,4,R_2wdlYBcmlSoMMlX,"5,1",4.5,100a
R_2xRYUmEsw7gmurE,"5,1",6,4,R_3D77Dw8cjOe0mqy,"5,1",5,5,R_0P74V0Rhptgw8W5,"5,1",4.833333333,18
R_1LAy6k3lqRL5fwa,"5,1",6,4,R_3D56w55fnFLvr8S,"5,1",5,4,R_UVJCb0zHK4Mc3lf,"5,1",5.0,18
R_1PYSawCJInRxkYj,"5,1",6,4,R_1NssT42BzM41lPp,"5,1",5,4,R_33BWsOKCn10i8vO,"5,1",5.0,13
R_yWvJr2B0lVDjOiR,"5,1",6,13,R_2cBlRBFnU8gzFVP,"5,1",5,4,R_TdA619AFVLjD61z,"5,1",5.5,13
R_2yl47TRawy8KRCs,"5,1",6,4,R_3ez4XcKnqneS7UG,"5,1",5,4,R_Ce2y7RK50e4g3QJ,"5,1",4.0,100a
R_296Q8NMZeoVPVl2,"5,1",6,13,R_2b2aeZtqDLKAuil,"5,1",5,needs more info,R_O3aXCUiDTMTcraF,"5,1",4.333333333,100a
R_2wdlYBcmlSoMMlX,"5,1",6,13,R_2dzjMR94PTKWrfM,"5,1",5,13,R_3D77Dw8cjOe0mqy,"5,1",5.0,100a
R_0P74V0Rhptgw8W5,"5,1",6,4,R_306QLGn21YHS1Fp,"5,1",5,4,R_3D56w55fnFLvr8S,"5,1",3.666666667,12
R_UVJCb0zHK4Mc3lf,"5,1",6,13,R_1pDs5fQzpZnsR2l,"5,1",5,10,R_1NssT42BzM41lPp,"5,1",4.0,13
R_33BWsOKCn10i8vO,"5,1",6,13,R_ahD6PtsC19eSj2V,"5,1",5,4,R_2cBlRBFnU8gzFVP,"5,1",4.833333333,13
R_TdA619AFVLjD61z,"5,1",7,4,R_3NJRQRCXO1aWMBY,"5,1",6,4,R_3ez4XcKnqneS7UG,"5,1",5.0,13
R_Ce2y7RK50e4g3QJ,"5,1",6,4,R_3lVL9HLOwrPyJrM,"5,1",6,100c,R_2b2aeZtqDLKAuil,"5,1",6.0,13
R_Ce2y7RK50e4g3QJ,"5,1",6,13,R_1NfzOzSzL3trtO8,"5,1",6,4,R_2dzjMR94PTKWrfM,"5,1",4.5,51
R_O3aXCUiDTMTcraF,"5,1",7,100a,R_117yvfVERqcCe9n,"5,1",6,51,R_306QLGn21YHS1Fp,"5,1",2.666666667,52
R_3D77Dw8cjOe0mqy,"5,1",6,4,R_XtB1qQ77JCOr009,"5,1",6,4,R_1pDs5fQzpZnsR2l,"5,1",3.5,52
R_3D56w55fnFLvr8S,"5,1",6,5,R_sG9814mY0mATMUV,"5,1",6,3,R_ahD6PtsC19eSj2V,"5,1",4.0,not enough info
R_1NssT42BzM41lPp,"5,1",6,4,R_R8Zqsc96pe6LQFH,"5,1",6,100a,R_3NJRQRCXO1aWMBY,"5,1",2.5,16b
R_1NssT42BzM41lPp,"5,1",6,13,R_1kXl7ukOqYmdD3a,"5,1",6,4,R_3lVL9HLOwrPyJrM,"5,1",3.666666667,18
R_2cBlRBFnU8gzFVP,"5,1",4,4,R_1Ihe1m6PGTo5E8C,"5,1",6,100c,R_1NfzOzSzL3trtO8,"5,1",3.833333333,13
R_3ez4XcKnqneS7UG,"5,1",6,4,R_eh8BUfEx1EgXtRv,"5,1",6,4,R_117yvfVERqcCe9n,"5,1",4.0,13
R_2b2aeZtqDLKAuil,"5,1",6,4,R_eh8BUfEx1EgXtRv,"5,1",6,13,R_XtB1qQ77JCOr009,"5,1",4.333333333,13
R_2dzjMR94PTKWrfM,"5,1",7,4,R_3ndEbE3VkHXwEmE,"5,1",6,100c,R_sG9814mY0mATMUV,"5,1",4.833333333,4
R_306QLGn21YHS1Fp,"5,1",5,4,R_2woQyw9IPsleiz2,"5,1",6,4,R_R8Zqsc96pe6LQFH,"5,1",4.833333333,13
R_1pDs5fQzpZnsR2l,"5,1",6,4,R_3JLzKO8150lF2yq,"5,1",6,4,R_1kXl7ukOqYmdD3a,"5,1",5.0,4
R_ahD6PtsC19eSj2V,"5,1",7,100,R_2WHhcmuWJpJgej5,"5,1",6,4,R_1Ihe1m6PGTo5E8C,"5,1",5.166666667,4
R_3NJRQRCXO1aWMBY,"5,1",7,4,R_3MAUKMCHyYEYTHz,"5,1",7,13,R_eh8BUfEx1EgXtRv,"5,1",5.833333333,13
R_3lVL9HLOwrPyJrM,"5,1",6,4,R_1LIGD2dgTwigREW,"5,1",7,13,R_3ndEbE3VkHXwEmE,"5,1",5.0,100a
R_1NfzOzSzL3trtO8,"5,1",7,13,R_2rYJxo36t6IAVl4,"5,1",7,4,R_2woQyw9IPsleiz2,"5,1",5.0,13
R_117yvfVERqcCe9n,"5,1",6,13,R_1jIi9slb6BfMxwX,"5,1",7,4,R_3JLzKO8150lF2yq,"5,1",6.5,4
R_XtB1qQ77JCOr009,"5,1",7,13,R_wKIkG4kPVDbPB7j,"5,1",7,51,R_2WHhcmuWJpJgej5,"5,1",6.833333333,4c
R_sG9814mY0mATMUV,"5,1",7,13,R_33dS4hyw5IQdnps,"5,1",7,100a,R_3MAUKMCHyYEYTHz,"5,1",5.333333333,13
R_R8Zqsc96pe6LQFH,"5,1",6,4,R_Rb5wspb4ftY5kdz,"5,1",7,5,R_1LIGD2dgTwigREW,"5,1",5.333333333,13
R_1kXl7ukOqYmdD3a,"5,1",6,13,R_2U5wRMKuLnapDWF,"4,4",1,9a,R_2rYJxo36t6IAVl4,"5,1",5.5,13
R_1Ihe1m6PGTo5E8C,"5,1",6,4,R_2RWfm2Wb91F5U2t,"4,4",1,9,R_1jIi9slb6BfMxwX,"5,1",6.0,13
R_eh8BUfEx1EgXtRv,"5,1",7,13,R_2xYnepzbtjfG1Wu,"4,4",1,6c,R_wKIkG4kPVDbPB7j,"5,1",6.166666667,13
R_3ndEbE3VkHXwEmE,"5,1",6,100a,R_28MUKPEc6YhACTH,"4,4",1,9b,R_33dS4hyw5IQdnps,"5,1",5.833333333,51
R_2woQyw9IPsleiz2,"5,1",6,4,R_XEPV8cIKA3FiNgd,"4,4",1,8b,R_Rb5wspb4ftY5kdz,"5,1",7.0,51
R_3JLzKO8150lF2yq,"5,1",7,4,R_3L10MAEhKXCUPdd,"4,4",1,9a,R_2U5wRMKuLnapDWF,"4,4",2.5,16a
R_3JLzKO8150lF2yq,"5,1",7,13,R_1H7eF27RlSkFCGf,"4,4",2,11,R_2RWfm2Wb91F5U2t,"4,4",1.333333333,100c
R_2WHhcmuWJpJgej5,"5,1",7,4,R_2fwfqOsD7uvAgjK,"4,4",2,9a,R_2xYnepzbtjfG1Wu,"4,4",3.5,11
R_3MAUKMCHyYEYTHz,"5,1",7,13,R_3M0hEwZjkl4Luuc,"4,4",2,9a,R_2xYnepzbtjfG1Wu,"4,4",3.5,prefers one over the other
R_1LIGD2dgTwigREW,"5,1",6,4,R_3Pt1x14ZX4sIbvu,"4,4",2,9a,R_28MUKPEc6YhACTH,"4,4",2.666666667,8
R_2rYJxo36t6IAVl4,"5,1",4,13,R_pR7kC9FY4evZnQl,"4,4",2,9a,R_XEPV8cIKA3FiNgd,"4,4",3.5,9a
R_1jIi9slb6BfMxwX,"5,1",7,4,R_1etxe8b9LpYtFrF,"4,4",2,9a,R_3L10MAEhKXCUPdd,"4,4",1.0,9c
R_wKIkG4kPVDbPB7j,"5,1",7,4,R_30cqFBVXN7ov4KD,"4,4",2,9c,R_1H7eF27RlSkFCGf,"4,4",2.333333333,100a
R_wKIkG4kPVDbPB7j,"5,1",7,13,R_D1q6oDgekXB1roJ,"4,4",2,9c,R_2fwfqOsD7uvAgjK,"4,4",4.0,100a
R_33dS4hyw5IQdnps,"5,1",7,4,R_1OxAcr4SBRh6SH1,"4,4",2,9c,R_3M0hEwZjkl4Luuc,"4,4",4.5,100a
R_Rb5wspb4ftY5kdz,"5,1",7,4,R_2QMKEl9Q9FISlgl,"4,4",2,9c,R_3Pt1x14ZX4sIbvu,"4,4",2.333333333,52
R_Rb5wspb4ftY5kdz,"5,1",7,13,R_qDa5ER59QDEutMd,"4,4",3,9,R_pR7kC9FY4evZnQl,"4,4",2.5,52
R_2U5wRMKuLnapDWF,"4,4",3,12b,R_2AL6dctUCxpd2FI,"4,4",3,9a,R_1etxe8b9LpYtFrF,"4,4",3.666666667,8
R_2RWfm2Wb91F5U2t,"4,4",1,9,R_bJzQvbtuCLVFBAt,"4,4",3,9b,R_30cqFBVXN7ov4KD,"4,4",1.5,9c
R_2xYnepzbtjfG1Wu,"4,4",3,6c,R_2l9F07ozwpHW305,"4,4",3,11,R_D1q6oDgekXB1roJ,"4,4",2.833333333,9c
R_28MUKPEc6YhACTH,"4,4",2,9b,R_NUvAgsVqMkUB6i5,"4,4",3,9a,R_1OxAcr4SBRh6SH1,"4,4",3.166666667,9c
R_XEPV8cIKA3FiNgd,"4,4",1,8b,R_2SvlaGOeFkG5Vyx,"4,4",3,9c,R_2QMKEl9Q9FISlgl,"4,4",3.333333333,9c
R_3L10MAEhKXCUPdd,"4,4",1,9a,R_3RmSfJd7Jo2qcen,"4,4",4,needs more info,R_qDa5ER59QDEutMd,"4,4",2.833333333,100b
R_1H7eF27RlSkFCGf,"4,4",2,12b,R_vuevWw34Dxx8HKh,"4,4",4,18,R_2AL6dctUCxpd2FI,"4,4",3.833333333,51
R_2fwfqOsD7uvAgjK,"4,4",3,9a,R_ZEuHifWUWKGFaFz,"4,4",4,6,R_bJzQvbtuCLVFBAt,"4,4",2.333333333,52
R_3M0hEwZjkl4Luuc,"4,4",6,6c,R_10GZXh07BjVfPrm,"4,4",4,9c,R_2l9F07ozwpHW305,"4,4",3.5,8
R_3Pt1x14ZX4sIbvu,"4,4",3,9a,R_2WAR6Rdu2HydnRZ,"4,4",4,5,R_NUvAgsVqMkUB6i5,"4,4",3.333333333,9b
R_pR7kC9FY4evZnQl,"4,4",4,9a,R_2WAR6Rdu2HydnRZ,"4,4",4,12,R_NUvAgsVqMkUB6i5,"4,4",3.333333333,11
R_1etxe8b9LpYtFrF,"4,4",3,9a,R_26btGklvFYmO2ot,"4,4",4,needs more info,R_NUvAgsVqMkUB6i5,"4,4",3.333333333,12
R_30cqFBVXN7ov4KD,"4,4",1,9a,R_yBGETk68jvwCjGF,"4,4",4,needs more info,R_2SvlaGOeFkG5Vyx,"4,4",3.333333333,9c
R_D1q6oDgekXB1roJ,"4,4",5,9,R_3GlfmEFK4wXvihx,"4,4",4,12,R_3RmSfJd7Jo2qcen,"4,4",4.0,100a
R_1OxAcr4SBRh6SH1,"4,4",2,12,R_tDHOmBg8DGa9vFf,"4,4",4,9c,R_vuevWw34Dxx8HKh,"4,4",4.0,100a
R_1OxAcr4SBRh6SH1,"4,4",2,9,R_tDHOmBg8DGa9vFf,"4,4",4,10,R_ZEuHifWUWKGFaFz,"4,4",5.0,100a
R_2QMKEl9Q9FISlgl,"4,4",3,9a,R_2Ucm5N9up6DtV2x,"4,4",5,6,R_10GZXh07BjVfPrm,"4,4",5.333333333,100c
R_qDa5ER59QDEutMd,"4,4",3,9,R_31m96z5YAEV1xAf,"4,4",5,1,R_2WAR6Rdu2HydnRZ,"4,4",3.833333333,12
R_qDa5ER59QDEutMd,"4,4",3,12,R_1LAQWbXRRrMd7Dk,"4,4",5,7,R_26btGklvFYmO2ot,"4,4",4.0,16a
R_2AL6dctUCxpd2FI,"4,4",3,9,R_1LAQWbXRRrMd7Dk,"4,4",5,9b,R_yBGETk68jvwCjGF,"4,4",4.5,7
R_bJzQvbtuCLVFBAt,"4,4",2,12,R_31oa23qJI2g5Lpi,"4,4",5,1,R_yBGETk68jvwCjGF,"4,4",4.5,100a
R_2l9F07ozwpHW305,"4,4",2,11,R_31oa23qJI2g5Lpi,"4,4",5,6,R_3GlfmEFK4wXvihx,"4,4",3.166666667,9c
R_NUvAgsVqMkUB6i5,"4,4",5,6b,R_2P5Kmxi1JBlB0ry,"4,4",5,7,R_tDHOmBg8DGa9vFf,"4,4",4.5,needs more info
R_2SvlaGOeFkG5Vyx,"4,4",3,8b,R_ut9gSq8lWiOeHlv,"4,4",5,1,R_2Ucm5N9up6DtV2x,"4,4",3.666666667,10
R_3RmSfJd7Jo2qcen,"4,4",6,6a,R_1gOdRB1B2w7nSFI,"4,4",5,4,R_31m96z5YAEV1xAf,"4,4",3.333333333,100a
R_vuevWw34Dxx8HKh,"4,4",4,100a,R_bswyC8Lw46nW3L3,"4,4",5,9b,R_31m96z5YAEV1xAf,"4,4",3.333333333,9c
R_ZEuHifWUWKGFaFz,"4,4",4,6a,R_2aE3iPBS8XpvvOk,"4,4",5,7,R_1LAQWbXRRrMd7Dk,"4,4",5.166666667,100a
R_10GZXh07BjVfPrm,"4,4",5,6c,R_d6inpw8GAXti6ul,"4,4",6,7,R_1LAQWbXRRrMd7Dk,"4,4",5.166666667,needs more info
R_2WAR6Rdu2HydnRZ,"4,4",3,11,R_bf5pIOrmA7ZRbsl,"4,4",6,1,R_31oa23qJI2g5Lpi,"4,4",4.5,100c
R_26btGklvFYmO2ot,"4,4",6,6c,R_6PZ4i5fi0Pf2BC9,"4,4",6,6,R_2P5Kmxi1JBlB0ry,"4,4",4.0,12
R_yBGETk68jvwCjGF,"4,4",5,6c,R_3QXZGH6Tv6FOvfk,"4,4",6,7,R_ut9gSq8lWiOeHlv,"4,4",5.0,13a
R_3GlfmEFK4wXvihx,"4,4",2,8b,R_1LzE2w6CrFKPi2n,"4,4",6,6,R_1gOdRB1B2w7nSFI,"4,4",3.5,8
R_tDHOmBg8DGa9vFf,"4,4",3,needs more info,R_23erTZ5W0AOeAWg,"4,4",6,6,R_bswyC8Lw46nW3L3,"4,4",3.5,9a
R_2Ucm5N9up6DtV2x,"4,4",3,11,R_2dT6eSO25WRSlyU,"4,3",1,9c,R_2aE3iPBS8XpvvOk,"4,4",4.166666667,needs more info
R_31m96z5YAEV1xAf,"4,4",4,6c,R_2fjm45eZmL1m4UU,"4,3",2,9b,R_d6inpw8GAXti6ul,"4,4",3.166666667,52a
R_1LAQWbXRRrMd7Dk,"4,4",6,6c,R_3HpiRF90Hru7JDp,"4,3",3,52a,R_bf5pIOrmA7ZRbsl,"4,4",2.0,11
R_31oa23qJI2g5Lpi,"4,4",5,1,R_3QU5tF5MYnGsKnD,"4,3",3,needs more info,R_6PZ4i5fi0Pf2BC9,"4,4",5.0,51
R_2P5Kmxi1JBlB0ry,"4,4",5,4b,R_3gNwBLvUpWCoJv6,"4,3",3,9b,R_3QXZGH6Tv6FOvfk,"4,4",5.0,51
R_ut9gSq8lWiOeHlv,"4,4",5,7,R_DjCxZn6a2RkS9vX,"4,3",3,12,R_1LzE2w6CrFKPi2n,"4,4",4.333333333,51
R_1gOdRB1B2w7nSFI,"4,4",6,6c,R_3HRm7oEJ9iXnUNh,"4,3",3,9b,R_1LzE2w6CrFKPi2n,"4,4",4.333333333,7
R_bswyC8Lw46nW3L3,"4,4",4,needs more info,R_31ZO8PWGd79OEL6,"4,3",3,9b,R_23erTZ5W0AOeAWg,"4,4",6.0,6
R_2aE3iPBS8XpvvOk,"4,4",6,1,R_1lgzpt9F4nNl57u,"4,3",3,12,R_2dT6eSO25WRSlyU,"4,3",2.333333333,52a
R_d6inpw8GAXti6ul,"4,4",6,13,R_1flxuOl19Ht7oV0,"4,3",4,6,R_2fjm45eZmL1m4UU,"4,3",3.166666667,100a
R_bf5pIOrmA7ZRbsl,"4,4",2,11,R_1flxuOl19Ht7oV0,"4,3",4,12,R_3HpiRF90Hru7JDp,"4,3",1.8333333330000001,52a
R_6PZ4i5fi0Pf2BC9,"4,4",6,1,R_2VOav196u3FWV6n,"4,3",4,needs more info,R_3QU5tF5MYnGsKnD,"4,3",3.333333333,52a
R_6PZ4i5fi0Pf2BC9,"4,4",6,6,R_2aP0y9oCmcyResW,"4,3",4,needs more info,R_3gNwBLvUpWCoJv6,"4,3",3.666666667,100a
R_3QXZGH6Tv6FOvfk,"4,4",6,6b,R_3pcieNp05hCFQHM,"4,3",4,4,R_DjCxZn6a2RkS9vX,"4,3",3.833333333,100a
R_1LzE2w6CrFKPi2n,"4,4",6,6c,R_2z7lxzq6reaDSeU,"4,3",4,6,R_3HRm7oEJ9iXnUNh,"4,3",2.166666667,12
R_23erTZ5W0AOeAWg,"4,4",7,6c,R_2rArg0HwcZO2dJV,"4,3",4,9b,R_31ZO8PWGd79OEL6,"4,3",3.333333333,12
R_2dT6eSO25WRSlyU,"4,3",7,13,R_1q876mOuZcR4j7v,"4,3",4,7,R_1lgzpt9F4nNl57u,"4,3",1.0,52
R_2fjm45eZmL1m4UU,"4,3",3,9b,R_3MRTUpVQnB8X2OF,"4,3",4,9c,R_1flxuOl19Ht7oV0,"4,3",2.833333333,52a
R_3HpiRF90Hru7JDp,"4,3",2,12b,R_3fK9aNvogDscKa6,"4,3",4,7,R_2VOav196u3FWV6n,"4,3",1.0,12
R_3QU5tF5MYnGsKnD,"4,3",5,3,R_3fK9aNvogDscKa6,"4,3",4,12,R_2aP0y9oCmcyResW,"4,3",4.0,16a
R_3gNwBLvUpWCoJv6,"4,3",5,8b,R_3lxWjOaDDZApeHG,"4,3",4,9a,R_3pcieNp05hCFQHM,"4,3",4.5,51
R_DjCxZn6a2RkS9vX,"4,3",3,9b,R_BIYnWLT7b8Y9Msh,"4,3",5,7,R_2z7lxzq6reaDSeU,"4,3",5.166666667,51
R_3HRm7oEJ9iXnUNh,"4,3",3,9b,R_BIYnWLT7b8Y9Msh,"4,3",5,12,R_2rArg0HwcZO2dJV,"4,3",6.0,51
R_31ZO8PWGd79OEL6,"4,3",3,8b,R_cV0W0DirFuTGx2N,"4,3",5,4,R_1q876mOuZcR4j7v,"4,3",2.166666667,52
R_1lgzpt9F4nNl57u,"4,3",3,9,R_cV0W0DirFuTGx2N,"4,3",5,6,R_3MRTUpVQnB8X2OF,"4,3",3.166666667,8
R_1flxuOl19Ht7oV0,"4,3",3,12b,R_27HCWLdLNiS8aEy,"4,3",5,7,R_3fK9aNvogDscKa6,"4,3",3.5,8
R_2VOav196u3FWV6n,"4,3",4,needs more info,R_2ysDB9xOPxpwmdK,"4,3",5,9c,R_3fK9aNvogDscKa6,"4,3",3.5,12
R_2aP0y9oCmcyResW,"4,3",5,6a,R_2QnbLWeLbBrfykf,"4,3",5,1,R_3lxWjOaDDZApeHG,"4,3",2.666666667,9c
R_3pcieNp05hCFQHM,"4,3",6,1,R_2QnbLWeLbBrfykf,"4,3",5,4,R_BIYnWLT7b8Y9Msh,"4,3",3.833333333,16a
R_2z7lxzq6reaDSeU,"4,3",6,6c,R_2t6gyf6T1mszv7m,"4,3",5,6,R_cV0W0DirFuTGx2N,"4,3",4.0,4
R_2rArg0HwcZO2dJV,"4,3",6,6c,R_24GB6FSggsYa7G7,"4,3",5,100a,R_cV0W0DirFuTGx2N,"4,3",4.0,13
R_1q876mOuZcR4j7v,"4,3",3,9a,R_2WwNdwiqUzy0CJG,"4,3",5,9a,R_27HCWLdLNiS8aEy,"4,3",5.0,16a
R_3MRTUpVQnB8X2OF,"4,3",3,11,R_1qVudhOOaTW9LPw,"4,3",5,5,R_2ysDB9xOPxpwmdK,"4,3",5.666666667,16b
R_3MRTUpVQnB8X2OF,"4,3",3,9,R_2OUSDnUT9GNADTY,"4,3",5,6,R_2QnbLWeLbBrfykf,"4,3",5.833333333,6
R_3fK9aNvogDscKa6,"4,3",5,6a,R_3paRwKrXFygUlOU,"4,3",5,6,R_2t6gyf6T1mszv7m,"4,3",4.833333333,100a
R_3lxWjOaDDZApeHG,"4,3",6,7,R_1rDlJbtpEIOSUOB,"4,3",6,7,R_24GB6FSggsYa7G7,"4,3",5.166666667,100c
R_BIYnWLT7b8Y9Msh,"4,3",3,12b,R_3OcyptHFxv5r9Bf,"4,3",6,1,R_2WwNdwiqUzy0CJG,"4,3",3.0,12
R_cV0W0DirFuTGx2N,"4,3",6,2,R_3n1MCCgF8iYAqJ0,"4,3",6,4,R_1qVudhOOaTW9LPw,"4,3",6.666666667,51a
R_27HCWLdLNiS8aEy,"4,3",6,2,R_2tLlhAbGgCuNCGB,"4,3",6,1,R_2OUSDnUT9GNADTY,"4,3",5.166666667,6
