fairness ID,20 types fairness,fairness,fairness code,fairness OR,trust ID,20 types trust,trust,trust code,trust OR,emotion ID,20 types emotion,emotion,emotion code,emotion OR
R_2163kR5sFxRA7Tl,"3,1",7,13,His job is to make sure the equipment and machinery is all running properly.,R_3hxpnd3j0LJn4RB,"3,1",5,9,There is always room for error,R_1kXl7ukOqYmdD3a,"5,1",5,4,I think he would be proud that the manager trusts him enough to keep the machine running smoothly
R_1JRSChgoRIlqfOa,"3,1",7,13,because they don't want a critical operation failure,R_2wdlYBcmlSoMMlX,"5,1",5,4,"On the job, one has to believe in their manager's judgement",R_2bVlICJ2E6QiHWY,"2,2",5.166666667,7,"Not sure why Chris would have any real negative feelings about his schedule, seems that it made a reasonable choice"
R_2VKfrJpF2Dqty5c,"1,1",5,13,It's somewhat fair because his job is significant and ensures that everything runs properly,R_RX0XKfRiHLfgBH3,"2,4",5,needs more info,"It sound like this was done for the first time, so he really doesn't know if the analysis works",R_cGxxOVGxJtA0zGV,"1,2",5.5,5,He is able to work mornings
R_8iHwGPOlyPndSIF,"3,2",5,13,Chrs doesnt have to work there if e doesn't want to. If that's the way they do things there that that's the rule.,R_ByXKWNl2kfJMZsB,"5,4",5,4,He was made manager for a reason.,R_3D6AIGS1TiAUnmE,"2,1",5.5,13,Its part of his job and hopefully he sees the importance of the job too
R_d6inpw8GAXti6ul,"4,4",6,13,"This is Chris' job, and his employer is making sure his job is done correctly.",R_1dagD4duUGxMm8q,"4,1",5,6,With input from the human manager and a well programmed algorithm I think it would do a good job.,R_3ISmtNLysMvovD0,"2,1",5.666666667,16,I think Chris should use this opportunity to show his manager what he can do and handle. This is a good chance for him to show his company that he can be a team player and follow instructions that help the company.
R_2eQY0VZy1sjhMOI,"5,4",6,13,it is fair as long as Chris knows this could happen,R_2WvU5Pk3FUgD30e,"1,1",5,4,An algorithm is only as good as it is designed.,R_3F3y1a8g3m2IWxc,"5,4",5.666666667,16,I think Chris is doing a great job and would be proud for his manager to see his work quality.
R_1NfzOzSzL3trtO8,"5,1",7,13,CHris works in the factory and presumably is knowledgable about the machinery. It makes sense and seems fair that he would be responsible for checking components in the factory.,R_1Dq0jBFRtvT6sZz,"1,1",5,9,The algorithm probably assigns Chris to tasks that aren't actually needed at that time.,R_x9gagH03LC7mjYZ,"4,1",5.833333333,6,I think he would feel proud knowing that he was capable of performing the job.
R_3e2GImTSIDl5WOk,"4,1",4,13,it is not a question about fairness its his job,R_1Ictm36RyLgX7Fu,"4,1",5,100a,That is like being double checked,R_eh8BUfEx1EgXtRv,"5,1",5.833333333,13,If he works for this company and that is his assignment then be should be able to do it without any ill feelings. I would think he would take pride in his work.
R_1E56GlpSDUE0rRf,"1,1",7,13,The algorithm is predisposed to assign the task based on optimum conditions. Chris' job entails participating in the behavior.,R_UVJCb0zHK4Mc3lf,"5,1",5,4,I think that the managers makes the decisions as best as they know how to,R_1QxrfqJsgdC3nAf,"5,2",6,51,"I assume that if you go to work in a coffee shop, you expect to work morning hours. Therefore, morning hours should make you feel happy, joyful and proud. You shouldn't be frustrated, angry or disappointed."
R_2EhK7iesP5lnfz2,"3,1",7,13,"I don't know why it would be unfair, Chris is doing the job he's being paid to do. It doesn't really matter who assigns the tasks.",R_33BWsOKCn10i8vO,"5,1",5,5,"he gave the job to chris because of his familiarity to the machine, that's assigning the proper people to their position is the right thing to do",R_vJsONL4PL2FStJn,"1,1",6.166666667,13,"He probably doesn't want to do at first, but overall likes fixing things."
R_117yvfVERqcCe9n,"5,1",6,13,He is just doing his job,R_273S0Lcv2i4JUUT,"3,4",5,100a,its good to monitor,R_1FblJSRgwmu97KT,"1,1",6.166666667,13,he is given an assignment and follows through
R_XtB1qQ77JCOr009,"5,1",7,13,"Chris is a worker in the factory, and in order to ensure everyone's safety and also keep production going, everyone should be prepared to do regular matainance work on the machinery.",R_etzrUl0V85ox4sx,"1,2",5,9,Computers do not know people. Unless there was a way to input information about the needs of the employer and the strength and weakness of the employees I think it would jut pick a body to be there.,R_bsgDFMjbMWsTIT7,"2,1",6.333333333,3,Chris is happy to help prevent a failure that could cost time and money possibly a bonus
R_9GYXEdwvIg7175n,"5,2",4,13,It neither fair nor unfair because Chris doesn't get much say about when his shift is scheduled but it is when he is most needed.,R_33EEnR0ezxNptGy,"2,1",5,6,It seems like a fool-proof system. I don't see how a manager can make a poor decision based on the knowledge thus far.,R_30knDfwXdgNzKh3,"4,1",5.166666667,13,Chris would no feel negative as it would be par of the job to help prevent failures
R_vprXv6ONac1BZ3X,"2,1",1,13,"Chris has a job and it is his job to do what is assigned to him, as long it is within his job description. Being assigned a job that is part of his duties has nothing at all to do with fairness.",R_3MzGXRbj2vvcUVr,"5,4",5,51,I would just assume a moderate level of trust.,R_1mxGgvUpkrCUQHj,"5,3",4,16,How Chris would feel depends on whether he's selected or not. I don't know whether he is.
R_1BQkChhLjAXdHO3,"3,1",6,13,"The maintenance has to be done. It's Chris's job to do it, so it is fair",R_Od3Ti73e3FWigql,"5,4",5,needs more info,"Totally depends on the manager.  Some do an excellent job, and some have an agenda.",R_2eQpaNQHT2ku1Q8,"1,2",3,16,"If he's a kid, he probably isn't accustomed to change and would pout."
R_1K2vKTQLgBTptQu,"1,1",6,13,Part of Chris' job is to fix and maintain parts and if the algorithm detects something might be wrong Chris is required to look at it.,R_2163kR5sFxRA7Tl,"3,1",5,6,"As long as the manager did not make any mistakes when overseeing the algorithm, then I trust the algorithm.",R_2WBae4eR7M7LI4t,"5,3",4,4,HE MAY WANT TO INTERVIEW BUT THIS IS COMMON PRACTICE
R_22ExFQfS97lfnHM,"4,1",7,13,If it is part of Chris' job to check and work on the machinery and both the algorithm and manager say it needs maintenance then it is just part of his job and is fair.,R_1JRSChgoRIlqfOa,"3,1",5,4,I have trust that the manager knows what they are doing,R_3QJoWCaxr0xAEUg,"2,4",5,51,Chis should feel fine if he's doing his job per standard procedures.
R_2UXCg2URhnObPtU,"5,4",7,13,"He knows that it will be happening at his job and I would assume he did before he took the job. Even the callers generally know that the call is being ""monitored for quality assurance""",R_2VKfrJpF2Dqty5c,"1,1",5,7,Algorithms can sometimes create calculations to the optimal standard.,R_21hTW5aenyA26kz,"1,4",5.5,51,I think as long as chris performs well at his job then he should be proud when his performance is evaluated
R_sG9814mY0mATMUV,"5,1",7,13,Chris was doing the job expected of him,R_8iHwGPOlyPndSIF,"3,2",6,7,"it has been especially designed for that purpose and because it's a computer program, it's working 24/7 to get the answers right.",R_1OvmW0oYGEl82WU,"5,3",6.166666667,51,"If the manager only selects the top applicants, and Chris was one of those applicants, it means that the manager has more confidence in him than most other applicants."
R_12KefJsdWauHg6W,"4,1",6,13,Maintenance should be done if needed. Doesn't matter where the information came from.,R_d6inpw8GAXti6ul,"4,4",6,7,"Algorithms are math based, and one simply cannot refute fact.",R_3JxYV3Wl7sclCzY,"5,3",3.5,52,he might feel a bit sad
R_3hayIY14dQHLnBe,"5,2",6,13,Its a part of the job Chris agreed to when he entered employment.  The hours are not chosen in a manner which is bias but pro-business,R_2eQY0VZy1sjhMOI,"5,4",6,51,I have no reason to think the manager would lie,R_3MEAq1TS6G6jzcS,"3,1",5,13a,"Chris was hired to do a specific job and must know his job duties involve doing as the manager and algorithm ask of him. So, he shouldn't be surprised at any tasks he's assigned."
R_1kXl7ukOqYmdD3a,"5,1",6,13,Its fair because that is just how things work in the workplace.,R_1NfzOzSzL3trtO8,"5,1",6,4,The manager seems to care a lot about the company since they are very diligent about checking parts and making sure everything is working correctly,R_3MAUKMCHyYEYTHz,"5,1",5.333333333,13,Chris would feel a sense of accomplishment after he has completed his maintenance task.
R_2bVlICJ2E6QiHWY,"2,2",6,13,"Chris is an employee and the morning is when they think they will need if, so I dont see anything unfair about that.",R_3e2GImTSIDl5WOk,"4,1",6,6,a computer and a mind can accomplish a lot,R_xbWcrLdi3IyQxgJ,"2,1",5.5,18,"Chris would have no reason to be angry, frustrated, or disappointed with the manager's decision. Neither should he be proud, happy or joyful, necessarily. He is simiply doing his job."
R_cGxxOVGxJtA0zGV,"1,2",6,13,If Chris is available to work in the mornings then he should be able to work,R_1E56GlpSDUE0rRf,"1,1",6,1,The algorithm has an unbiased approach with inputs designed for efficiency.,R_2rYJxo36t6IAVl4,"5,1",5.5,13,"As an employee who's job it is to do the assigned tasks from the manager, emotions have no place in the equation.  Chris either does the job as detailed and gets paid for doing so, or he does not do the job assigned and get fired."
R_3D6AIGS1TiAUnmE,"2,1",7,13,"He found a problem, and needs to have it fixed",R_1E56GlpSDUE0rRf,"1,1",6,3,The algorithm has an unbiased approach with inputs designed for efficiency.,R_3PZvbmwUOCnsvIC,"1,4",7,16,I think if Chris is a good worker he would be happy to have his work evaluated so he can get recognition.
R_3ISmtNLysMvovD0,"2,1",7,13,"Chris works in the factory and is likely familiar with the machinery. Therefore, it is fair to ask him to work on the machines and check them.",R_2EhK7iesP5lnfz2,"3,1",6,100a,"I don't have any reason to distrust it, given the information I have.",R_4N4Eg3icUSkIWSR,"5,3",5.5,3,he would be happy because he is saving time
R_3F3y1a8g3m2IWxc,"5,4",7,13,"Chris is being paid to perform a service.  Since the company is paying for this service, they have the right to know if the service is being performed.",R_117yvfVERqcCe9n,"5,1",6,51,I dont see why he wouldnt make good decisions,R_1H6n3fmaFlrlBuy,"3,2",4.333333333,51,He realizes his part in the success of the store.
R_x9gagH03LC7mjYZ,"4,1",6,13,I think it is fair because it is part of his job.,R_XtB1qQ77JCOr009,"5,1",6,4,I would like to hope that the manager is in his position because he has knowedge about the machines in the factory and how the factory needs to be run.,R_1H6n3fmaFlrlBuy,"3,2",4.333333333,13,He realizes his part in the success of the store.
R_eh8BUfEx1EgXtRv,"5,1",7,13,It is Chris' responsibility and job assignment to do the maintenance task.,R_9GYXEdwvIg7175n,"5,2",6,5,I chose a lot of trust because he seems to take into consideration both employee availability and customer traffic.,R_2SesWglDAu4DXQk,"3,1",5,18,"Getting an assignment is probably not a joyful experience, so it causes neither that nor happiness.There should be no negative feelings, and pride should not enter into it at all, since it is just an assignment and not something super special."
R_1QxrfqJsgdC3nAf,"5,2",7,13,Chris voluntarily works there under the conditions that were agreed to.,R_vprXv6ONac1BZ3X,"2,1",6,6,The algorithim is a tool provided to the manager to help him be a better manager. If he refuses to use it he is a fool.,R_1K8U3Ho4XBLAZnb,"5,3",5.166666667,16,"if chris is a top applicant, he will be happy; if he isn't a top applicant, he will be disappointed."
R_vJsONL4PL2FStJn,"1,1",6,13,It's his job.,R_1BQkChhLjAXdHO3,"3,1",6,4,The company wouldn't implement it unless it had a history of making good judgements,R_3huaOGNnLnBa97W,"4,1",5.833333333,13,I think Chris would be happy to do his job and to fix things proactively to maintain a well run facility
R_1FblJSRgwmu97KT,"1,1",7,13,it is his job to prevent equipment failures,R_1K2vKTQLgBTptQu,"1,1",6,7,I believe that most of the time algorithms are smarter than humans and can be helpful to humans in keeping things running well and correctly.,R_2E4YWCpGtlikBEB,"3,4",4.5,18,"I don't think Chris would be angry or anything, possibly annoyed or frustrated being checked up on, and possibly even proud because he has done an excellent performance."
R_bsgDFMjbMWsTIT7,"2,1",7,13,It was time for maintenance to prevent problems and the job was assigned to Chris.,R_22ExFQfS97lfnHM,"4,1",6,3,Usually they can detect things very soon.,R_cvETcW8WQuEJPtD,"5,4",4,18,I  dont think it would produce any of those feelings
R_30knDfwXdgNzKh3,"4,1",6,13,It is reasonable and fair as the purpose is to prevent any critical operation failures.,R_2UXCg2URhnObPtU,"5,4",6,5,It is all recorded. If someone disagrees with him then they can go back and listen to the call to verify,R_p0MrzUQuv2R2jpT,"1,2",4.5,5,"He's available in the morning, so I doubt he will be mad he got scheduled to work in the morning, but he probably doesn't feel super happy about working: so i put mostly neutral responses."
R_1mxGgvUpkrCUQHj,"5,3",7,13,who else would select them? He can't interview thousands.,R_sG9814mY0mATMUV,"5,1",6,3,The manager must run a sound and efficient factory,R_XSvvOAs6k43MN5D,"1,1",4,13,Chris should not feel any emotion other than every day work related activity.
R_2eQpaNQHT2ku1Q8,"1,2",6,13,It's a business decision and his help is more needed during this period.,R_12KefJsdWauHg6W,"4,1",6,6,No reason not to trust either one of them.,R_3kLATYnjmZH44xE,"2,4",4,16,It depends on what the review is.
R_2WBae4eR7M7LI4t,"5,3",7,13,IT COSTS THE COMPANY MONEY TO FLY/TRAVEL MANY PEOPLE TO THE COMPANY,R_3hayIY14dQHLnBe,"5,2",6,13,He was hired because of his skills in the job (or I assume so),R_1myL5SO6zVV5MON,"1,1",4.333333333,18,I think Chris would generally remain neutral about the assignment unless he was having a bad day.
R_3QJoWCaxr0xAEUg,"2,4",6,13,"Should be fine if Chris follows the rules, So its fair.",R_1kXl7ukOqYmdD3a,"5,1",6,4,"well the person is the manager because he worked hard to get to that job, so i would trust that he would know what he is doing with it.",R_3QShP9MAaNmoOU8,"1,1",4.5,7,"The algorithm does its job. I don't believe the employee tasks with the assignment would care either way unless the task was inherently unpleasant, which this one does not appear to be based on revealed information."
R_21hTW5aenyA26kz,"1,4",6,13,In customer service you need to be polite and cater to the customer so it's fair to have your job performance evaluated,R_2bVlICJ2E6QiHWY,"2,2",6,6,between the algorithm and the managers experience i trust she can make a wise choice,R_3hu9SX0cfKooOP2,"2,2",4.666666667,13a,"Chris knows the score. And if he doesn't, he would leave."
R_1OvmW0oYGEl82WU,"5,3",6,13,"Since there are thousands of applicants, it would be too time consuming for the manager to interview every applicant.",R_cGxxOVGxJtA0zGV,"1,2",6,5,It should be able to figure out based off employees availability,R_24pXs0HIBlTveWk,"2,2",3.833333333,14,I think Chris might be a little frustrated but not outright resentful. It wasn't the manager trying to make him angry. It was code.
R_3JxYV3Wl7sclCzY,"5,3",7,13,As there were thousands of personal statements and resumes submitted for the same job.,R_3D6AIGS1TiAUnmE,"2,1",6,13,He seems to be used to it by now,R_1FKw4ApwD10BpQ5,"1,1",4,18,"I don't think chris has strong feelings one way or the other about the maintenance task he is assigned. on a particular day he may or may not feel proud or frustrated with his work, but I doubt he is particularly joyful etc."
R_3MEAq1TS6G6jzcS,"3,1",7,13,Chris is an employee and therefore must adhere to the decisions made by the manager and the algorithm,R_3ISmtNLysMvovD0,"2,1",6,7,"I think that I would trust him using the algorithmic analysis as a way to make decisions because in many ways, it is a fair way to decide how to assign projects within the company.",R_1rJ4Xfx7R6PH6qj,"3,2",4,18,I don't think he'd care much one way or the other
R_3MAUKMCHyYEYTHz,"5,1",7,13,Chris is on company time and being paid to assist the company with maintaining productivity.,R_3F3y1a8g3m2IWxc,"5,4",6,4,"The manager is trained to look for good, quality work and should know it when he/she sees it.",R_3shs3FzAS6bd5LA,"4,1",4.833333333,13,I think he's just doinghis job so emotion doesn't play into the situation very much.
R_xbWcrLdi3IyQxgJ,"2,1",7,13,It is basic to the functioning of the operation that the manager relies on the algorithim to decide on maintenance needs. Chris is simply doing his job based on the current way that things are done in the operation.,R_x9gagH03LC7mjYZ,"4,1",6,6,I feel that I could trust the decisions because the manager and algorithm work together.,R_1DzZF0lJVToGlTC,"1,1",5.666666667,3,There's no reason Chris should feel negatively about a computer program that is helping him be more effective in his job.  That to me seems similar to an administrative assistant being upset with spell check.
R_2rYJxo36t6IAVl4,"5,1",4,13,"It is Chris's job to do the tasks assigned to him my the manager.  ""Fair"" does not play a part when you work for someone and have a job to do.",R_eh8BUfEx1EgXtRv,"5,1",6,4,"If you work for a company and must report to a manager, it is in good faith that the task is of good quality and there should be trust between managers and their employees.",R_3flwAI4RimkSSAp,"3,1",5.666666667,3,I think chris would be happy with the assignment because he knows it's coming from an efficient process.
R_3PZvbmwUOCnsvIC,"1,4",7,13,If he is doing his job right the algorithm should be accurate and show that so there should be no issue.,R_eh8BUfEx1EgXtRv,"5,1",6,13,"If you work for a company and must report to a manager, it is in good faith that the task is of good quality and there should be trust between managers and their employees.",R_27CpIkziFSSrPpY,"1,1",4,needs more info,I CANNOT PREDICT CHRIS WITHOUT MORE INFORMATION
R_4N4Eg3icUSkIWSR,"5,3",5,13,it fair because he don't want to wast his time,R_1QxrfqJsgdC3nAf,"5,2",6,4,"If someone has earned the role of manager, I assume they should be trustworthy.",R_33jYbHgGDuCos3q,"2,3",5.666666667,51,I think he would be happy it was fair
R_1H6n3fmaFlrlBuy,"3,2",6,13,"When one works in this kind of job, you must be flexible in hours available",R_vJsONL4PL2FStJn,"1,1",6,5,It's uses data and is very accurate.,R_3PBl7HFmCr8KCka,"3,1",2.333333333,52,I don't think he'd be very happy that he got choosen for this
R_2SesWglDAu4DXQk,"3,1",6,13,"Being assigned to a specific task in the factory is something that everyone there is subject to, which makes it completely fair - at least in theory",R_1FblJSRgwmu97KT,"1,1",6,5,it is based on previous failures,R_3KDgePzbGtQjR0F,"3,3",4.333333333,14,I don't think there is anything to be positive about as not being screened out by a computer program is going to come down to luck.
R_2SesWglDAu4DXQk,"3,1",6,2,"Being assigned to a specific task in the factory is something that everyone there is subject to, which makes it completely fair - at least in theory",R_bsgDFMjbMWsTIT7,"2,1",6,7,algorithms are averages what is more likely to happen. More often than not they are correct,R_20OTdhnyWehOGqY,"1,3",3.5,52,He is probably pretty anxious that he will be judged solely by a mechanism than no human controls.
R_1K8U3Ho4XBLAZnb,"5,3",6,13,"it's as fair to chris as it is to anyone who applies for the job - the manager analyzes all of the personal statements and resumes, including chris' statement/resume.",R_30knDfwXdgNzKh3,"4,1",6,6,The analyses are based on two factors therefore it should enhances accuracy,R_1DH0uLinq53CZBL,"1,4",4.166666667,9,He may feel his evaluation is not consistent with his actual performance.
R_1K8U3Ho4XBLAZnb,"5,3",6,4,"it's as fair to chris as it is to anyone who applies for the job - the manager analyzes all of the personal statements and resumes, including chris' statement/resume.",R_1mxGgvUpkrCUQHj,"5,3",6,51,Manager might make some mistakes but in general would pull out the best candidates.,R_2cpHVK9GUGFizFu,"4,2",4.166666667,16,I think he would be happy to work in the morning
R_3huaOGNnLnBa97W,"4,1",6,13,"I think it is fair because this is probably part of Chris' job responsibilities. In addition, careful thought and planning goes into assigning Chris a maintenance task as both the manager and the algorithm serve as a check and balance as to what might break down next.",R_2eQpaNQHT2ku1Q8,"1,2",6,7,I used algorithms when I use to be an options trader at the CBOE. They made me a lot of money!,R_1eIArOdAUmo83Ma,"1,2",4.5,18,Chris would probably for the most part feel indifferent .
R_3huaOGNnLnBa97W,"4,1",6,6,"I think it is fair because this is probably part of Chris' job responsibilities. In addition, careful thought and planning goes into assigning Chris a maintenance task as both the manager and the algorithm serve as a check and balance as to what might break down next.",R_2WBae4eR7M7LI4t,"5,3",6,4,MANAGERS ARE EXPERIENCED,R_1IckzQU1RMpxmmO,"3,4",2,100c,No one wants to be monitored.
R_2E4YWCpGtlikBEB,"3,4",3,14 (spied on),"It just seems like he's being spied on, however I understand the importance of making sure employees do a good job.",R_3QJoWCaxr0xAEUg,"2,4",6,4,"The manager should follow the rules, so I trust him",R_32Y3P2BiKaqLAWy,"4,2",3.166666667,16,I don't think he likes to go in the mornings.
R_cvETcW8WQuEJPtD,"5,4",4,14a,not a fairness issue,R_21hTW5aenyA26kz,"1,4",6,7,I trust they have a system in place to make the evaluation fair and trustworthy,R_yPgpJHz3xwJX91T,"1,2",3.333333333,100c,I feel like Chris would be annoyed at the fact that the algorithm seemingly singled him out.
R_p0MrzUQuv2R2jpT,"1,2",4,14a,Whether a computer makes a decision or a person makes a decision doesn't make it any more or less fair and absent more information I can't say if its fair or not.,R_1OvmW0oYGEl82WU,"5,3",6,51,"Because he picks the applicants he thinks will be the best out of all of them, it is clear that he is looking for quality candidiates.",R_1QuPvR4Uz8s32Mm,"2,3",3.666666667,8,it's frustrating to know that the manager did not actually select him personally
R_XSvvOAs6k43MN5D,"1,1",4,14a,"It is a computer decision, fairness does not apply.",R_3JxYV3Wl7sclCzY,"5,3",6,4,He has experience in the process.,R_UtMJn2WYzRQNlK1,"3,3",3.833333333,16,"It doesn't indicate Chris was selected for an interview so I don't think he would feel strongly any certain way.  If he is selected I'm sure he'll be amiable to the process but if not, he will probably be frustrated, angry, and feel that he wasn't given an opportunity."
R_3kLATYnjmZH44xE,"2,4",4,14a,The algorithm could be wrong or right. There is no way of checking it.,R_3MEAq1TS6G6jzcS,"3,1",7,6,An algorithm generated by a computer that is monitored by a human knowing what is needed should always be trusted.,R_yDs5yHQu8l7VYhX,"2,3",4,16,He might be disappointed because that means the manager didn't actually read anything he submitted unless his resume was selected by the algorithm
R_1myL5SO6zVV5MON,"1,1",6,14a,There would be nothing inherently unfair about Chris being assigned to check a component.,R_3MAUKMCHyYEYTHz,"5,1",7,13,It is better to do maintenance on the part that is still working then to have to replace it after it completely breaks down.,R_yDs5yHQu8l7VYhX,"2,3",4,8,He might be disappointed because that means the manager didn't actually read anything he submitted unless his resume was selected by the algorithm
R_3QShP9MAaNmoOU8,"1,1",4,14a,It is inherently neither fair nor unfair if the algorithm is correctly developed. It allocates resources based on need.,R_xbWcrLdi3IyQxgJ,"2,1",7,6,"The scenario here is that the manager relies on the algorithmic analysis to make decisions. If the algorithims were not accurate, he wouldn't rely upon them.",R_1n88eMqmyoEVFc7,"1,4",5,18,I do not think it really matters to chris so for the most part he has no feelings towards the algorithm.
R_3hu9SX0cfKooOP2,"2,2",4,14a,Algorithims are neither fair nor unfair. Neither is the use of them.,R_2rYJxo36t6IAVl4,"5,1",7,4,It is the manager's job to assign tasks in a manner that benefits the company.,R_1o7vKVeQ4m15627,"2,4",5,18,"I don't think Chris is particularly happy or joyful about being judged by a computer, but I don't think he is angry about it either."
R_24pXs0HIBlTveWk,"2,2",4,14a,The algorithm doesn't decide the shifts based on fairness. It doesn't have a concept of that.,R_3PZvbmwUOCnsvIC,"1,4",7,7,If it follows rules there should be no room for error.,R_2ScPHA77ATfKrhh,"5,2",5,100c,Chris is a little upset about working mornings
R_1FKw4ApwD10BpQ5,"1,1",4,14a,"I don't really see it as a question of fairness. the situation is that the machine indicates what Chris is supposed to check, nothing more, nothing less.",R_4N4Eg3icUSkIWSR,"5,3",7,100a,i always do my best,R_2e2RgV2M6hTNVhe,"1,3",2.333333333,100a,I think that he would doubt that he would be selected as a top prospect.
R_1rJ4Xfx7R6PH6qj,"3,2",4,14a,It's just like any other scheduling tool,R_1H6n3fmaFlrlBuy,"3,2",7,1,It uis not human and therefore cannot make a biased decision.,R_3GwbfgyGbTWpPs3,"1,3",3,16,Chris would feel annoyed an unhappy if he was passed over
R_3shs3FzAS6bd5LA,"4,1",4,14a,It's not a question of fairness but rather automation.  Chris has input into the decision too.,R_2SesWglDAu4DXQk,"3,1",6,5,"If you put the right information in, a good result should follow.",R_0TA4AYjjs3RMZLb,"3,3",3.166666667,52 17,He would like to have human contact to give him the chance to present himself.
R_1DzZF0lJVToGlTC,"1,1",4,14a,I'm not sure there is a question of fairness when a program is just creating a list for a mechanic to check.,R_1K8U3Ho4XBLAZnb,"5,3",5,10,"it's possible that the manager will choose someone he is familiar with and not fully consider everyone, so that is why i clicked moderate trust.",R_24jboRutXrMmq6P,"1,3",3.333333333,8,Most people would feel this eliminates personal appeal or special effort.
R_3flwAI4RimkSSAp,"3,1",4,14a,I don't think it's any fair or less fair than if the task was assigned by a person or an algorithm,R_3huaOGNnLnBa97W,"4,1",6,5,It is based on past history of machine breakdowns so it is probably accurate for the most part,R_sFEv7cP65abj1C1,"2,4",4,16,It would really depend on whether he received a good or bad analysis
R_27CpIkziFSSrPpY,"1,1",4,14b,IT'S A MATTER OF CHANCE,R_2E4YWCpGtlikBEB,"3,4",3,7,I know computers are the best at mathematics and equations so I'm sure it's very accurate.  I guess it's hard to trust a computer though.,R_BPzPIyIKKbZbTwt,"3,3",4,18,i think chris probably does not know how to feel he probably feels all of the equally
R_33jYbHgGDuCos3q,"2,3",7,14b,It seems pretty random,R_2E4YWCpGtlikBEB,"3,4",3,9,I know computers are the best at mathematics and equations so I'm sure it's very accurate.  I guess it's hard to trust a computer though.,R_cV0W0DirFuTGx2N,"4,3",4,4,"no reason to feel either way, its just the process the company follows"
R_3PBl7HFmCr8KCka,"3,1",7,14b,It is all random which is fair,R_cvETcW8WQuEJPtD,"5,4",2,10,most managers make poor quality evaluation,R_cV0W0DirFuTGx2N,"4,3",4,13,"no reason to feel either way, its just the process the company follows"
R_3KDgePzbGtQjR0F,"3,3",6,2,It is fair in that every applicant would be subjected to the same rules or requirements.,R_p0MrzUQuv2R2jpT,"1,2",3,1,"The algorithm wont play favorites, so i can trust it a little bit there, but it might not factor in other aspects.",R_27v2GOn3kz9GdpW,"1,3",4.166666667,9,I think it could be frustrating for him if he doesn't get selected based on the algorithm because he may feel like he could have been selected had he just changed a few things so that the algorithm would have picked him
R_20OTdhnyWehOGqY,"1,3",5,2,If everyone is chosen in the same manner then the process is really somewhat fair.,R_p0MrzUQuv2R2jpT,"1,2",3,9,"The algorithm wont play favorites, so i can trust it a little bit there, but it might not factor in other aspects.",R_3pf2iQOqfbqJxo8,"2,4",4.166666667,52,Chris would likely be upset that an algorithm is evaluating him instead of the manager.
R_1DH0uLinq53CZBL,"1,4",5,2,I think it would be fair as long as all employees are evaluated the same way. And there has to be something in place to protect against system glitches.,R_XSvvOAs6k43MN5D,"1,1",4,1,"The algorithm makes a decision based on facts, not emotion.",R_1DwnCOF75s37nRv,"5,3",4.5,16,"I am unsure on whether Chris was chosen for an onsite interview. He could be happy or upset, depending."
R_2cpHVK9GUGFizFu,"4,2",4,2,"If that is being used to schedule all employees, he is being treated fairly.",R_3kLATYnjmZH44xE,"2,4",4,6,The manager is following the computer so I trust him to do that.,R_515IXhl41upn47T,"1,2",4.833333333,16,As mornings are traditionally a busy time for coffee shops I would imagine Chris would be pleased with his shift - more tips!
R_1eIArOdAUmo83Ma,"1,2",6,2,"If everyone's shifts are being scheduled with the same algorithm and assuming it is not flawed, then I feel it is fair for Chris.",R_1myL5SO6zVV5MON,"1,1",4,4,My trust would depend on who came up with the algorithm.,R_1KlLJaWeWsi3mIm,"2,3",4.833333333,7,He would feel that he would have a fair shot so he would be happy.
R_1IckzQU1RMpxmmO,"3,4",6,2,It evaluates everyone else.,R_3QShP9MAaNmoOU8,"1,1",4,7,"algorithm's are developed by engineers (like me), and while I have faith that it was properly developed and put through appropriate UAT (user acceptance testing), my experience has show that there will be flaws that require adjustment.",R_O9wXy8ekJjWm6ml,"2,2",5,5,"I think Chris would feel fine about working mornings, since it would seem to work with Chris' availability (given the data inputted into the algorithm). I do not think Chris would feel angry or disappointed, or particularly enthusiastic, but simply fine about the choice."
R_32Y3P2BiKaqLAWy,"4,2",6,2,I assume that it was done fairly so everyone had the opportunity to be picked.,R_3QShP9MAaNmoOU8,"1,1",4,9,"algorithm's are developed by engineers (like me), and while I have faith that it was properly developed and put through appropriate UAT (user acceptance testing), my experience has show that there will be flaws that require adjustment.",R_1fiU6406B5sP6O1,"2,3",5,18,Chris will unlikely have negative feelings on how the applicants were screened.
R_yPgpJHz3xwJX91T,"1,2",7,2,"All employees are subject to this algorithm, so it's fair for everyone involved.",R_3hu9SX0cfKooOP2,"2,2",4,7,Algorithim is fine based on past behaviors but does nothing to predict future situations.,R_1gMjsLb0TcnXgAZ,"2,4",5,7,"I think I would rather be judged by a person, but the algorithm is probably fair, so I would accept the results."
R_1QuPvR4Uz8s32Mm,"2,3",5,2,the algorithm is designed to weed out the bes clients. Its not the best and most accurate method but managers do not always have time to comb through hundreds of resumes,R_24pXs0HIBlTveWk,"2,2",5,6,"I assume that the manager takes the algorithm into account when he makes those decisions, but I'm not sure how much.",R_1gMjsLb0TcnXgAZ,"2,4",5,12,"I think I would rather be judged by a person, but the algorithm is probably fair, so I would accept the results."
